1.64649, 2.0189, 1.97609, 0.206482
1.6261, 1.98922, 1.92082, 0.212919
1.60585, 1.95974, 1.8637, 0.219569
1.58573, 1.93045, 1.80422, 0.226495
1.56573, 1.90133, 1.74164, 0.233783
1.54583, 1.87236, 1.67485, 0.24156
1.52602, 1.84352, 1.60207, 0.250034
1.50629, 1.8148, 1.5201, 0.259579
1.48661, 1.78616, 1.42199, 0.271004
1.47089, 1.70918, 1.48622, 0.469063
1.45009, 1.68008, 1.38268, 0.459136
1.42925, 1.65092, 1.22545, 0.444062
1.40791, 1.56335, 1.35897, 0.647011
1.38514, 1.53298, 1.22843, 0.604976
1.36212, 1.50226, 1.1597, 0.582845
1.32772, 1.55941, 1.15736, 0.622258
1.29628, 1.61166, 1.15498, 0.662421
1.27791, 1.58249, 1.09469, 0.635333
1.25321, 1.63088, 1.09419, 0.673951
1.2574, 1.60426, 1.12648, 0.621755
1.24068, 1.57648, 1.07083, 0.599299
1.22215, 1.62172, 1.07098, 0.632959
1.22647, 1.59742, 1.10316, 0.5867
1.21022, 1.6386, 1.10257, 0.617867
1.19651, 1.61361, 1.05379, 0.597699
1.18359, 1.53654, 1.13822, 0.707367
1.18847, 1.51361, 1.21862, 0.554754
1.17837, 1.55552, 1.21601, 0.580981
1.16465, 1.53102, 1.17068, 0.567682
1.15703, 1.56975, 1.169, 0.592918
1.1446, 1.54653, 1.12683, 0.57888
1.13898, 1.58229, 1.12597, 0.603047
1.13382, 1.61507, 1.12511, 0.627196
1.12352, 1.59433, 1.08778, 0.611764
1.12758, 1.57759, 1.11014, 0.579456
1.12375, 1.60779, 1.10964, 0.600885
1.12749, 1.59222, 1.13022, 0.570086
1.12386, 1.6199, 1.12947, 0.59
1.11515, 1.60202, 1.09679, 0.578576
1.11079, 1.55038, 1.15784, 0.659869
1.10157, 1.53212, 1.12786, 0.646574
1.10008, 1.55915, 1.12711, 0.665995
1.10361, 1.54575, 1.14242, 0.639434
1.10207, 1.57069, 1.14154, 0.65751
1.10532, 1.55821, 1.15571, 0.632289
1.09755, 1.54258, 1.12959, 0.621799
1.09647, 1.56545, 1.12896, 0.63794
1.09949, 1.55403, 1.14255, 0.615252
1.09837, 1.57518, 1.14183, 0.630295
1.09175, 1.5615, 1.11878, 0.620909
1.09105, 1.58118, 1.11835, 0.635193
1.09369, 1.57123, 1.13065, 0.615288
1.09295, 1.58945, 1.13013, 0.62862
1.09539, 1.58014, 1.14155, 0.609761
1.08977, 1.56842, 1.12157, 0.602275
1.08925, 1.58513, 1.12118, 0.614252
1.09152, 1.57662, 1.13197, 0.597251
1.09096, 1.59213, 1.13153, 0.608442
1.08611, 1.58184, 1.11389, 0.601766
1.08578, 1.59631, 1.11361, 0.612367
1.08776, 1.58884, 1.12331, 0.597416
1.08739, 1.60229, 1.12298, 0.607332
1.08924, 1.59529, 1.13202, 0.593192
1.08884, 1.60779, 1.13165, 0.602467
1.08493, 1.59935, 1.11692, 0.597035
1.08469, 1.61102, 1.11666, 0.605812
1.08631, 1.60488, 1.12477, 0.593364
1.08272, 1.59713, 1.11131, 0.588547
1.08257, 1.60782, 1.11111, 0.596476
1.08406, 1.60221, 1.11867, 0.585215
1.08387, 1.61218, 1.11844, 0.592643
1.08527, 1.60691, 1.12549, 0.582006
1.08506, 1.6162, 1.12525, 0.588964
1.08214, 1.60982, 1.11402, 0.585028
1.08125, 1.59205, 1.13828, 0.615631
1.07839, 1.58587, 1.12778, 0.611578
1.07836, 1.59443, 1.12754, 0.617968
1.07957, 1.58999, 1.13314, 0.608942
1.07695, 1.58433, 1.12355, 0.605312
1.07695, 1.59216, 1.12335, 0.611099
1.07805, 1.5881, 1.12855, 0.602911
1.07804, 1.59542, 1.12834, 0.608338
1.07574, 1.59043, 1.11986, 0.605113
1.07676, 1.58672, 1.12467, 0.59768
1.07676, 1.59342, 1.1245, 0.602602
1.07677, 1.59984, 1.12433, 0.607406
1.07768, 1.59648, 1.12867, 0.600591
1.07572, 1.5922, 1.12137, 0.597906
1.07574, 1.59807, 1.12122, 0.602266
1.07657, 1.595, 1.12523, 0.596076
1.07658, 1.6005, 1.12509, 0.600167
1.07486, 1.59672, 1.11863, 0.597784
1.07489, 1.60187, 1.11851, 0.601643
1.07562, 1.59916, 1.12208, 0.596176
1.07564, 1.60399, 1.12196, 0.5998
1.07633, 1.60145, 1.1253, 0.594647
1.07634, 1.60597, 1.12519, 0.598049
1.07492, 1.60284, 1.1198, 0.596081
1.07555, 1.60051, 1.12288, 0.591394
1.07557, 1.60465, 1.12277, 0.594487
