0.686635, 1.57523
0.71503, 1.54095
0.744633, 1.50522
0.77568, 1.46775
0.80849, 1.42815
0.843514, 1.38588
0.881418, 1.34013
0.92327, 1.28962
0.970963, 1.23206
1.02848, 1.16263
1.10739, 1.0674
1.29335, 0.842961
1.33676, 0.790562
1.37625, 0.742906
1.37578, 0.687145
1.41161, 0.652532
1.40563, 0.608687
1.43758, 0.585586
1.42746, 0.551796
1.45605, 0.53758
1.44308, 0.511449
1.46899, 0.503637
1.45418, 0.483068
1.47801, 0.479719
1.46207, 0.463115
1.4843, 0.46283
1.4677, 0.449045
1.4887, 0.450847
1.47177, 0.439077
1.49177, 0.44229
1.47472, 0.431978
1.49392, 0.436138
1.4769, 0.426894
1.49541, 0.431682
1.47853, 0.423235
1.49645, 0.428429
1.47976, 0.420589
1.49716, 0.426035
