3.63978, 4.24626, 4.33477, 4.76491, 5.5113, 5.68096, 1.99671, 2.94589, 4.22463, 1.95658, 5.58977, 3.85875, 3.33802, 2.81132, 5.91868, 6.10653, 4.27689, 2.97978, 4.98367, 1.63188, 1.77717, 4.61133, 4.62569, 4.7049, 1.06843, 4.46378, 3.98489, 4.09126, 1.53152, 1.27971
3.64759, 4.1939, 4.32922, 4.71385, 5.49726, 5.64357, 2.04678, 2.92045, 4.10165, 2.13387, 5.55263, 3.79881, 3.39603, 2.73433, 5.90453, 6.07376, 4.34487, 2.83301, 4.86932, 1.75517, 1.81825, 4.59422, 4.6163, 4.65253, 1.10779, 4.44476, 3.9911, 4.0286, 1.57325, 1.27401
3.66221, 4.12896, 4.32368, 4.65295, 5.48107, 5.60168, 2.10526, 2.89466, 3.95402, 2.30028, 5.50359, 3.73004, 3.50818, 2.6496, 5.88842, 6.03753, 4.16506, 2.98003, 4.75939, 1.86869, 1.86191, 4.57472, 4.60519, 4.59009, 1.15096, 4.42446, 4.00319, 3.94615, 1.61929, 1.27311
3.71389, 4.04669, 4.3552, 4.56623, 5.4845, 5.5243, 2.18415, 2.85142, 4.09588, 2.18472, 5.51209, 3.5964, 3.61609, 2.56321, 5.88569, 5.96696, 4.25377, 2.85751, 5.0362, 1.54038, 1.91146, 4.52748, 4.63219, 4.49794, 1.20088, 4.38604, 4.05501, 3.85231, 1.70904, 1.26605
3.72995, 3.96487, 4.34672, 4.49802, 5.46625, 5.48027, 2.25678, 2.82211, 3.98407, 2.32181, 5.45021, 3.52235, 3.50161, 2.73043, 5.86799, 5.92917, 4.11442, 3.02, 4.94532, 1.6383, 1.95418, 4.50573, 4.61687, 4.42869, 1.24692, 4.36469, 4.06461, 3.7417, 1.76139, 1.27304
3.63773, 3.99706, 4.26229, 4.51157, 5.39981, 5.47577, 2.18208, 2.91401, 3.92524, 2.36769, 5.38949, 3.54165, 3.43242, 2.78367, 5.80758, 5.92044, 4.04502, 3.05927, 4.89863, 1.67403, 1.73381, 4.59368, 4.53829, 4.44178, 0.906319, 4.66627, 3.98292, 3.77256, 1.73315, 1.35182
3.69944, 4.05637, 4.34012, 4.5894, 5.56089, 5.66338, 2.22509, 2.95217, 3.95834, 2.42447, 5.42185, 3.63784, 3.47313, 2.83649, 6.20304, 6.39956, 4.08693, 3.12268, 4.9171, 1.73379, 1.79199, 4.61967, 4.61307, 4.53007, 0.958417, 4.68539, 4.03921, 3.83932, 1.76341, 1.38613
3.7464, 3.98189, 4.36864, 4.5113, 5.56272, 5.59572, 2.29526, 2.91118, 4.074, 2.3216, 5.43345, 3.51565, 3.55994, 2.76077, 6.19764, 6.34178, 4.15938, 3.02129, 5.31105, 1.18232, 1.83528, 4.57865, 4.63758, 4.44716, 0.999771, 4.65259, 4.08723, 3.7535, 1.84551, 1.37703
3.81744, 3.86424, 4.40943, 4.38966, 5.56251, 5.49385, 2.40441, 2.84782, 4.2774, 2.13764, 5.44151, 3.31923, 3.70075, 2.6363, 6.18734, 6.25595, 4.27513, 2.85087, 3.97223, 2.52384, 1.90063, 4.51605, 4.67159, 4.31793, 1.062, 4.60297, 4.15979, 3.61609, 1.97262, 1.36544
3.86474, 3.78924, 4.43795, 4.31168, 5.56434, 5.42772, 2.47432, 2.80694, 4.42082, 2.00813, 5.45451, 3.18671, 3.79347, 2.55516, 6.18214, 6.20006, 4.35452, 2.73951, 4.0742, 2.42642, 1.94259, 4.47629, 4.69625, 4.23473, 1.10182, 4.57139, 4.2091, 3.52801, 2.0546, 1.3563
3.91191, 3.71439, 4.46628, 4.23417, 5.56613, 5.36259, 2.54374, 2.76633, 4.58501, 1.85778, 5.4679, 3.04928, 3.8887, 2.47164, 6.17705, 6.14526, 4.43712, 2.6232, 4.18105, 2.32395, 1.98376, 4.43727, 4.72081, 4.15182, 1.14078, 4.54048, 4.2587, 3.43932, 2.1361, 1.34721
3.959, 3.63964, 4.49445, 4.15709, 5.5679, 5.29845, 2.6127, 2.72597, 4.7908, 1.66389, 5.48178, 2.90557, 3.98709, 2.38514, 6.17205, 6.09152, 4.52391, 2.50039, 4.29439, 2.2147, 2.02416, 4.39899, 4.74527, 4.06915, 1.1789, 4.51023, 4.30867, 3.34985, 2.21715, 1.33817
3.8821, 3.6162, 4.43223, 4.13275, 5.52422, 5.27516, 2.45031, 2.7211, 4.727, 1.67665, 5.4249, 2.90159, 3.90409, 2.38964, 6.13582, 6.06913, 4.4526, 2.50146, 4.21924, 2.22148, 1.93933, 4.30632, 4.6852, 4.04822, 1.0908, 4.37559, 4.23585, 3.33513, 2.10901, 1.40729
3.99577, 3.78044, 4.57412, 4.38878, 4.36709, 4.01727, 2.53452, 2.80776, 4.75046, 1.79754, 5.43121, 3.08179, 3.96199, 2.5154, 5.31153, 5.16526, 4.49769, 2.64512, 4.26502, 2.3503, 2.06638, 4.36114, 4.79837, 4.32312, 1.19864, 4.41126, 4.32006, 3.50867, 2.16586, 1.48132
4.03999, 3.83302, 4.6309, 4.4587, 4.41486, 4.07877, 2.56759, 2.84062, 4.76676, 1.8445, 5.45017, 3.14897, 3.98914, 2.56104, 5.40288, 5.28828, 4.52272, 2.69707, 4.28888, 2.39776, 2.11225, 4.38563, 4.85143, 4.39943, 1.23977, 4.42919, 4.35797, 3.56545, 2.18992, 1.51062
4.08373, 3.88504, 4.6879, 4.5289, 4.46239, 4.13995, 2.59994, 2.87277, 4.78273, 1.89052, 5.46893, 3.21546, 4.01579, 2.60583, 5.50205, 5.42183, 4.54734, 2.74815, 4.31229, 2.44433, 2.15724, 4.40964, 4.90484, 4.47623, 1.28, 4.44673, 4.39547, 3.62159, 2.21339, 1.53921
4.127, 3.93649, 4.74523, 4.59948, 4.5097, 4.20086, 2.63159, 2.90423, 4.79838, 1.93559, 5.4875, 3.28129, 4.04193, 2.64977, 5.61296, 5.57119, 4.57154, 2.79837, 4.33526, 2.49002, 2.20135, 4.43318, 4.9587, 4.55367, 1.31933, 4.46388, 4.43255, 3.67712, 2.23629, 1.56709
4.16982, 3.98741, 4.80297, 4.67058, 4.55683, 4.26152, 2.66256, 2.93501, 4.8137, 1.97974, 5.50589, 3.34646, 4.06757, 2.69287, 5.74376, 5.74733, 4.59533, 2.84774, 4.35779, 2.53484, 2.24461, 4.45626, 5.01311, 4.63191, 1.35779, 4.48065, 4.46924, 3.73205, 2.25862, 1.59429
4.21219, 4.03779, 4.86124, 4.74234, 4.6038, 4.32199, 2.69285, 2.96512, 4.82871, 2.02299, 5.52411, 3.41101, 4.09273, 2.73516, 5.91766, 5.98151, 4.61872, 2.89628, 4.37989, 2.57881, 2.28701, 4.4789, 5.06821, 4.71115, 1.39538, 4.49704, 4.50553, 3.78639, 2.2804, 1.62082
4.24026, 3.97797, 4.87334, 4.68602, 4.62294, 4.26139, 2.74487, 2.92964, 4.95597, 1.83588, 5.53, 3.31689, 4.15789, 2.6593, 5.91569, 5.93769, 4.66882, 2.80032, 4.45137, 2.48472, 2.31835, 4.44613, 5.07762, 4.65322, 1.42594, 4.47165, 4.5335, 3.71764, 2.34512, 1.60799
4.33727, 4.09388, 5.03048, 4.87888, 4.7353, 4.40872, 2.8093, 2.99272, 4.98014, 1.92645, 5.55897, 3.46221, 4.20863, 2.75157, 4.15002, 4.04881, 4.71399, 2.90704, 4.49397, 2.58021, 2.41034, 4.48954, 5.225, 4.87689, 1.50504, 4.50165, 4.613, 3.84361, 2.3899, 1.66286
