2.74513, 2.05277, 1.14666, 1.88253, 2.01415, 2.14615, 0.511117, 0.697198, 1.62071, 1.62931
2.74236, 2.09778, 1.16434, 1.90279, 2.03156, 2.18607, 0.520605, 0.710094, 1.63353, 1.65392
2.72764, 2.08775, 1.14638, 1.87651, 2.01618, 2.17118, 0.476958, 0.668925, 1.61139, 1.6345
2.72498, 2.13418, 1.16393, 1.89684, 2.03392, 2.21202, 0.486333, 0.681661, 1.62422, 1.65912
2.77485, 2.1008, 1.19745, 1.89219, 2.08618, 2.18253, 0.507904, 0.68933, 1.67489, 1.65617
2.76023, 2.09076, 1.17953, 1.86599, 2.07091, 2.16784, 0.46589, 0.646496, 1.65304, 1.63692
2.75587, 2.13671, 1.19681, 1.88702, 2.08693, 2.21037, 0.475127, 0.659247, 1.66537, 1.66225
2.81498, 2.12637, 1.22153, 1.88797, 2.13069, 2.20393, 0.490721, 0.665753, 1.69663, 1.66729
2.77698, 2.11414, 1.16591, 1.86548, 2.08131, 2.18207, 0.531527, 0.70974, 1.63773, 1.65584
2.7714, 2.16015, 1.18297, 1.88656, 2.09663, 2.22537, 0.540858, 0.722954, 1.65005, 1.6813
2.76535, 2.20786, 1.20014, 1.90803, 2.11223, 2.27062, 0.550179, 0.736258, 1.66239, 1.70716
2.82307, 2.19146, 1.22509, 1.90859, 2.1566, 2.2616, 0.566491, 0.742747, 1.69419, 1.71128
2.81464, 2.2386, 1.24211, 1.93094, 2.17039, 2.30947, 0.57572, 0.756264, 1.70604, 1.73799
2.80072, 2.2279, 1.22558, 1.9041, 2.15627, 2.29458, 0.540589, 0.707624, 1.68554, 1.71748
2.79178, 2.27542, 1.2421, 1.92677, 2.16929, 2.34364, 0.54954, 0.72106, 1.69696, 1.74426
2.78189, 2.32459, 1.25867, 1.95, 2.18218, 2.39557, 0.558451, 0.734627, 1.70826, 1.77158
2.77102, 2.3755, 1.27524, 1.97382, 2.19487, 2.45072, 0.567312, 0.748321, 1.71941, 1.79943
2.73423, 2.35987, 1.22034, 1.94962, 2.15087, 2.42622, 0.606664, 0.793613, 1.6616, 1.78336
2.72321, 2.41162, 1.23658, 1.97335, 2.16332, 2.48228, 0.615515, 0.807801, 1.67267, 1.81104
2.71017, 2.39969, 1.22192, 1.94566, 2.15074, 2.46686, 0.587729, 0.754622, 1.65369, 1.78873
2.69812, 2.45192, 1.23758, 1.96983, 2.16185, 2.52523, 0.596247, 0.76877, 1.66418, 1.81656
2.68471, 2.50638, 1.25322, 1.99463, 2.17188, 2.58438, 0.604705, 0.783061, 1.67449, 1.84497
2.73458, 2.47301, 1.28062, 1.9942, 2.21639, 2.56347, 0.622052, 0.790102, 1.71006, 1.84719
2.71865, 2.52488, 1.29574, 2.02024, 2.22179, 2.62323, 0.630328, 0.80469, 1.71938, 1.8766
2.70147, 2.57883, 1.3108, 2.04687, 2.22617, 2.68307, 0.638534, 0.819394, 1.72849, 1.90652
2.68276, 2.63528, 1.32578, 2.07417, 2.2294, 2.74298, 0.646669, 0.834227, 1.73737, 1.937
2.65694, 2.61321, 1.29212, 2.02451, 2.20444, 2.71477, 0.67023, 0.889408, 1.69304, 1.89656
2.63832, 2.66991, 1.30616, 2.05147, 2.2067, 2.77473, 0.678336, 0.904672, 1.70146, 1.92635
2.68379, 2.63077, 1.33569, 2.05069, 2.2493, 2.7474, 0.696886, 0.912045, 1.74023, 1.9279
2.66236, 2.686, 1.34941, 2.07915, 2.24703, 2.80736, 0.704903, 0.927689, 1.74776, 1.95902
2.65089, 2.6725, 1.3374, 2.05118, 2.23684, 2.79173, 0.691542, 0.869195, 1.73147, 1.93514
2.62551, 2.64916, 1.3052, 2.00055, 2.21293, 2.76285, 0.715092, 0.924381, 1.68857, 1.89319
2.5995, 2.62527, 1.27331, 1.94973, 2.18839, 2.73313, 0.738485, 0.979632, 1.64562, 1.85129
2.58777, 2.61092, 1.26119, 1.91779, 2.17805, 2.7165, 0.728397, 0.920486, 1.62844, 1.82381
2.63556, 2.57464, 1.29133, 1.91958, 2.22757, 2.68768, 0.747557, 0.928716, 1.6669, 1.82871
2.60867, 2.55037, 1.25978, 1.86855, 2.20209, 2.6573, 0.771873, 0.983569, 1.62407, 1.78668
2.59648, 2.53552, 1.24748, 1.83358, 2.19136, 2.64004, 0.764203, 0.924061, 1.60617, 1.75673
2.5842, 2.52042, 1.23515, 1.79716, 2.1806, 2.62247, 0.75826, 0.864356, 1.58792, 1.72552
2.55696, 2.49499, 1.20463, 1.7455, 2.15488, 2.59071, 0.783734, 0.91868, 1.54605, 1.68254
2.609, 2.46513, 1.23416, 1.75035, 2.20953, 2.56595, 0.803338, 0.927865, 1.58236, 1.691
