2.45346, 4.28972, 1.64763, 3.00487, 3.0658, 3.0421, 3.59729, 2.81269, 2.96394, 3.53584, 2.2965, 4.26293, 2.77259, 2.92671, 3.30001, 3.90144, 3.27243, 3.756, 1.81101, 5.11634
2.47066, 4.28042, 1.66742, 2.98005, 3.08515, 3.02303, 3.66211, 2.7229, 2.97829, 3.52098, 2.31368, 4.25273, 2.78914, 2.91033, 3.31037, 3.88993, 3.28373, 3.74215, 1.82893, 5.10451
2.48727, 4.27144, 1.68641, 2.95467, 3.10446, 3.00414, 3.69077, 2.69162, 2.99225, 3.50637, 2.3303, 4.24286, 2.80546, 2.89444, 3.32035, 3.87852, 3.29467, 3.72843, 1.84642, 5.09306
2.50331, 4.26277, 1.70458, 2.9286, 3.12377, 2.9854, 3.7193, 2.66112, 3.00582, 3.49201, 2.34636, 4.23332, 2.82158, 2.87902, 3.32997, 3.86721, 3.30526, 3.71486, 1.86348, 5.08199
2.5188, 4.2544, 1.7219, 2.90165, 3.14312, 2.96677, 3.74769, 2.63151, 3.01902, 3.47789, 2.3619, 4.22407, 2.83752, 2.86406, 3.33924, 3.85602, 3.31553, 3.70144, 1.88012, 5.07129
2.53376, 4.24631, 1.73836, 2.87359, 3.16256, 2.94822, 3.77593, 2.60288, 3.03188, 3.46401, 2.37692, 4.21513, 2.85329, 2.84953, 3.34819, 3.84495, 3.32549, 3.68818, 1.89635, 5.06096
2.54821, 4.2385, 1.7539, 2.84407, 3.18214, 2.92971, 3.80406, 2.57527, 3.0444, 3.45037, 2.39144, 4.20647, 2.86892, 2.83542, 3.35682, 3.83399, 3.33515, 3.67506, 1.91217, 5.05097
2.54316, 4.21959, 1.69304, 2.85223, 3.18153, 2.91337, 3.81488, 2.5534, 3.03662, 3.43464, 2.38497, 4.18493, 2.86154, 2.82422, 3.34923, 3.81939, 3.32781, 3.65929, 1.91699, 5.02576
2.43539, 4.36713, 1.68237, 2.9617, 3.13171, 2.99371, 3.76815, 2.61592, 2.97164, 3.52795, 2.2852, 4.34717, 2.81868, 2.91121, 3.26593, 3.90325, 3.25155, 3.74327, 1.43021, 5.74096
2.1921, 4.69991, 1.66135, 3.18506, 3.03137, 3.15562, 3.67505, 2.74042, 2.83851, 3.71912, 2.05686, 4.71895, 2.7323, 3.08687, 3.09427, 4.07556, 3.09517, 3.91514, 2.87429, 3.32386
