6.08129, 8.26548, 2.50555, 4.45513, 3.58559, 7.59128, 6.3198, 6.19764, 6.11878, 0.165345, 4.54652, 0.564595, 4.23437, 5.90672, 7.93828, 7.70779, 1.20546, 8.56813, 3.86268, 4.45708, 3.80814, 6.98579, 1.83181, 1.33025, 5.33775, 0.00761236, 6.29891, 3.61759, 5.89384, 7.24361, 7.17682, 0.707868, 5.45225, 1.84937, 3.36731, 8.20598, 2.33147, 2.45982, 6.78847, 2.44354, 0.0980014, 8.51507, 7.09904, 3.44803, 1.53183, 1.36599, 2.22715, 0.880206, 5.49681, 6.88291
6.0831, 8.2471, 2.52526, 4.4422, 3.59416, 7.57576, 6.32413, 6.16897, 6.10129, 0.191086, 4.528, 0.596759, 4.24752, 5.88625, 7.93354, 7.68781, 1.21383, 8.55789, 3.8839, 4.43664, 3.81799, 6.96878, 1.85765, 1.33312, 5.32136, 0.0359636, 6.26815, 3.6451, 5.89759, 7.22182, 7.15713, 0.730521, 5.42902, 1.87863, 3.37485, 8.19174, 2.35976, 2.45453, 6.76276, 2.46813, 0.106594, 8.50639, 7.06915, 3.47166, 1.55579, 1.3684, 2.25514, 0.88687, 5.50289, 6.86058
6.08488, 8.22882, 2.54491, 4.4293, 3.60268, 7.56032, 6.32843, 6.14029, 6.08388, 0.216693, 4.50946, 0.628778, 4.26064, 5.86582, 7.9288, 7.66795, 1.22214, 8.54773, 3.90514, 4.4162, 3.82779, 6.95184, 1.88348, 1.33601, 5.30501, 0.0641796, 6.23751, 3.67256, 5.9013, 7.20011, 7.13755, 0.75305, 5.40587, 1.90775, 3.38233, 8.17758, 2.38808, 2.44925, 6.73717, 2.49262, 0.115123, 8.49778, 7.03938, 3.49525, 1.5797, 1.37082, 2.28316, 0.89359, 5.50894, 6.83832
6.08663, 8.21064, 2.5645, 4.41645, 3.61115, 7.54496, 6.33271, 6.11158, 6.06654, 0.242166, 4.49088, 0.660652, 4.27373, 5.84544, 7.92405, 7.64819, 1.23039, 8.53763, 3.92638, 4.39574, 3.83754, 6.93498, 1.90928, 1.33894, 5.28872, 0.0922614, 6.20698, 3.69998, 5.90497, 7.17847, 7.11806, 0.775455, 5.38281, 1.93674, 3.38977, 8.16351, 2.41643, 2.44395, 6.71168, 2.517, 0.123588, 8.48923, 7.00974, 3.51878, 1.60355, 1.37328, 2.31123, 0.900368, 5.51494, 6.81612
6.08836, 8.19256, 2.58405, 4.40363, 3.61956, 7.52968, 6.33696, 6.08285, 6.04928, 0.267506, 4.47227, 0.69238, 4.28678, 5.8251, 7.91929, 7.62853, 1.23858, 8.52761, 3.94763, 4.37528, 3.84724, 6.91819, 1.93506, 1.34189, 5.27247, 0.12021, 6.17657, 3.72735, 5.90861, 7.15692, 7.09868, 0.797738, 5.35983, 1.96559, 3.39715, 8.14952, 2.44483, 2.43864, 6.68631, 2.54129, 0.13199, 8.48075, 6.98021, 3.54225, 1.62735, 1.37576, 2.33935, 0.907208, 5.52091, 6.79397
6.09005, 8.17458, 2.60354, 4.39085, 3.62791, 7.51448, 6.34119, 6.05409, 6.03209, 0.292714, 4.45363, 0.723964, 4.29981, 5.80479, 7.91454, 7.60898, 1.24671, 8.51765, 3.96889, 4.35479, 3.85689, 6.90147, 1.96083, 1.34488, 5.25626, 0.148027, 6.14628, 3.75469, 5.9122, 7.13543, 7.07939, 0.8199, 5.33693, 1.99432, 3.40448, 8.13561, 2.47328, 2.43332, 6.66105, 2.56549, 0.14033, 8.47233, 6.9508, 3.56568, 1.65109, 1.37826, 2.36752, 0.91411, 5.52683, 6.77189
6.09172, 8.1567, 2.62299, 4.3781, 3.63622, 7.49936, 6.34539, 6.02529, 6.01498, 0.317791, 4.43494, 0.755402, 4.31281, 5.78451, 7.90978, 7.58954, 1.25478, 8.50777, 3.99018, 4.3343, 3.86649, 6.88482, 1.98659, 1.34789, 5.2401, 0.175713, 6.11609, 3.78197, 5.91576, 7.11402, 7.06021, 0.841941, 5.31411, 2.02291, 3.41176, 8.12178, 2.50178, 2.42799, 6.63591, 2.58958, 0.148608, 8.46397, 6.9215, 3.58906, 1.67479, 1.38079, 2.39576, 0.92108, 5.53272, 6.74986
6.09335, 8.13891, 2.64239, 4.3654, 3.64447, 7.48432, 6.34956, 5.99646, 5.99794, 0.342739, 4.41621, 0.786694, 4.32578, 5.76427, 7.90501, 7.5702, 1.26279, 8.49795, 4.01149, 4.31378, 3.87603, 6.86825, 2.01233, 1.35094, 5.22398, 0.20327, 6.08602, 3.80922, 5.91929, 7.09269, 7.04112, 0.863862, 5.29138, 2.05137, 3.41899, 8.10803, 2.53035, 2.42264, 6.61087, 2.61358, 0.156824, 8.45567, 6.89233, 3.61239, 1.69844, 1.38335, 2.42406, 0.928119, 5.53856, 6.72789
6.09496, 8.12122, 2.66174, 4.35273, 3.65268, 7.46935, 6.35369, 5.96758, 5.98097, 0.367557, 4.39742, 0.81784, 4.33873, 5.74406, 7.90024, 7.55097, 1.27074, 8.48821, 4.03283, 4.29325, 3.88553, 6.85174, 2.03807, 1.35403, 5.2079, 0.230697, 6.05605, 3.83643, 5.92277, 7.07142, 7.02213, 0.885663, 5.26873, 2.0797, 3.42616, 8.09437, 2.55898, 2.41726, 6.58594, 2.63749, 0.164978, 8.44743, 6.86326, 3.63568, 1.72204, 1.38594, 2.45245, 0.93523, 5.54436, 6.70598
6.09654, 8.10362, 2.68105, 4.34009, 3.66083, 7.45446, 6.35779, 5.93866, 5.96408, 0.392248, 4.37857, 0.848839, 4.35165, 5.72388, 7.89546, 7.53185, 1.27863, 8.47853, 4.0542, 4.2727, 3.89497, 6.8353, 2.06381, 1.35714, 5.19186, 0.257998, 6.02619, 3.8636, 5.92621, 7.05023, 7.00324, 0.907347, 5.24616, 2.10791, 3.43329, 8.08078, 2.58768, 2.41187, 6.56111, 2.6613, 0.173072, 8.43926, 6.83432, 3.65893, 1.7456, 1.38856, 2.48092, 0.942419, 5.55013, 6.68411
6.09808, 8.08613, 2.70031, 4.32749, 3.66892, 7.43964, 6.36186, 5.90969, 5.94725, 0.416811, 4.35966, 0.879691, 4.36456, 5.70372, 7.89068, 7.51283, 1.28647, 8.46892, 4.07562, 4.25212, 3.90437, 6.81892, 2.08956, 1.36029, 5.17587, 0.285173, 5.99644, 3.89073, 5.92961, 7.0291, 6.98445, 0.928912, 5.22367, 2.13599, 3.44037, 8.06727, 2.61647, 2.40644, 6.53639, 2.68502, 0.181106, 8.43115, 6.80548, 3.68214, 1.76912, 1.3912, 2.5095, 0.949688, 5.55585, 6.6623
6.0951, 8.08241, 2.69444, 4.31914, 3.66616, 7.43438, 6.3576, 5.90608, 5.93937, 0.417028, 4.34878, 0.878928, 4.36012, 5.69843, 7.8874, 7.50992, 1.28559, 8.46322, 4.06932, 4.24635, 3.90107, 6.81356, 2.06757, 1.3518, 5.16678, 0.285695, 5.99051, 3.88742, 5.92606, 7.0252, 6.97779, 0.928576, 5.21541, 2.13349, 3.43807, 8.06216, 2.604, 2.39751, 6.52994, 2.68292, 0.181021, 8.42528, 6.79984, 3.67954, 1.74369, 1.37907, 2.48959, 0.946666, 5.55208, 6.65813
6.09214, 8.07872, 2.68861, 4.31084, 3.66342, 7.42917, 6.35338, 5.90251, 5.93157, 0.417244, 4.33797, 0.878171, 4.35572, 5.69318, 7.88415, 7.50704, 1.28472, 8.45757, 4.06307, 4.24062, 3.8978, 6.80825, 2.0455, 1.34328, 5.15777, 0.286213, 5.98462, 3.88413, 5.92255, 7.02133, 6.97119, 0.928242, 5.20722, 2.13102, 3.43579, 8.0571, 2.59159, 2.38861, 6.52355, 2.68084, 0.180936, 8.41947, 6.79424, 3.67697, 1.71801, 1.36681, 2.46969, 0.943645, 5.54836, 6.654
6.09363, 8.06165, 2.70751, 4.29858, 3.67133, 7.41471, 6.35737, 5.87404, 5.91516, 0.441216, 4.31942, 0.908291, 4.36839, 5.67344, 7.87946, 7.48848, 1.29236, 8.44821, 4.08416, 4.22045, 3.90699, 6.79226, 2.07042, 1.34645, 5.14215, 0.312745, 5.9556, 3.91073, 5.92586, 7.00068, 6.95288, 0.949287, 5.18531, 2.15848, 3.44269, 8.04393, 2.61978, 2.38347, 6.49945, 2.70404, 0.188764, 8.41157, 6.76611, 3.69973, 1.74071, 1.36951, 2.49743, 0.950732, 5.55395, 6.63265
6.09072, 8.05804, 2.70175, 4.29046, 3.66863, 7.40959, 6.35322, 5.87055, 5.90747, 0.441397, 4.30877, 0.907465, 4.36405, 5.66831, 7.87626, 7.48565, 1.29149, 8.44267, 4.078, 4.21486, 3.90377, 6.78705, 2.04878, 1.33816, 5.13327, 0.313211, 5.94984, 3.90747, 5.92241, 6.99689, 6.94639, 0.948938, 5.17727, 2.15599, 3.44044, 8.03896, 2.60758, 2.37484, 6.49317, 2.70196, 0.188675, 8.40587, 6.76063, 3.69717, 1.71537, 1.35754, 2.478, 0.94776, 5.55028, 6.6286
6.09041, 8.03959, 2.71746, 4.27041, 3.67485, 7.39241, 6.35408, 5.84125, 5.8985, 0.461997, 4.30274, 0.932817, 4.37329, 5.64549, 7.86988, 7.46643, 1.29884, 8.43056, 4.09317, 4.19008, 3.91079, 6.76815, 2.05158, 1.36896, 5.12619, 0.335149, 5.92768, 3.93499, 5.92334, 6.97483, 6.93459, 0.967875, 5.16487, 2.18309, 3.44601, 8.02324, 2.60491, 2.41272, 6.47618, 2.72488, 0.196696, 8.39527, 6.73901, 3.72031, 1.72006, 1.38865, 2.47896, 0.975983, 5.5532, 6.60559
6.08755, 8.03605, 2.71175, 4.26245, 3.67219, 7.38738, 6.34999, 5.83783, 5.89094, 0.462149, 4.29227, 0.931941, 4.36902, 5.64046, 7.86673, 7.46366, 1.29799, 8.42512, 4.08709, 4.18463, 3.90762, 6.76304, 2.03036, 1.36051, 5.11745, 0.33557, 5.92204, 3.93176, 5.91994, 6.97111, 6.92822, 0.967514, 5.15698, 2.18061, 3.4438, 8.01837, 2.59306, 2.40416, 6.47002, 2.72281, 0.196603, 8.38967, 6.73363, 3.71778, 1.6952, 1.37647, 2.45982, 0.972833, 5.54958, 6.60162
6.08898, 8.01948, 2.73026, 4.25058, 3.67987, 7.37336, 6.3539, 5.80981, 5.87506, 0.485404, 4.27419, 0.961168, 4.38147, 5.62118, 7.86215, 7.44565, 1.30538, 8.41607, 4.10793, 4.16487, 3.91657, 6.7475, 2.05432, 1.36354, 5.10231, 0.361317, 5.89382, 3.95778, 5.92315, 6.95099, 6.91049, 0.987929, 5.13574, 2.20737, 3.45049, 8.0056, 2.62026, 2.39913, 6.44663, 2.74542, 0.204175, 8.38204, 6.70629, 3.74005, 1.71698, 1.37908, 2.48663, 0.979548, 5.55503, 6.58079
6.08616, 8.01601, 2.72461, 4.24279, 3.67725, 7.36843, 6.34987, 5.80646, 5.86762, 0.485524, 4.26386, 0.960229, 4.37725, 5.61625, 7.85906, 7.44292, 1.30454, 8.41073, 4.10193, 4.15955, 3.91344, 6.74248, 2.03351, 1.35532, 5.09371, 0.361689, 5.88829, 3.95458, 5.9198, 6.94735, 6.90422, 0.987554, 5.12799, 2.20488, 3.44831, 8.00082, 2.60861, 2.39083, 6.44058, 2.74336, 0.204078, 8.37654, 6.70102, 3.73754, 1.69244, 1.36718, 2.46795, 0.976455, 5.55147, 6.5769
6.08338, 8.01257, 2.71901, 4.23507, 3.67465, 7.36355, 6.34588, 5.80313, 5.86025, 0.485643, 4.25361, 0.959298, 4.37307, 5.61136, 7.856, 7.44023, 1.3037, 8.40543, 4.09598, 4.15427, 3.91034, 6.73751, 2.01263, 1.34708, 5.08517, 0.362058, 5.88281, 3.9514, 5.91648, 6.94373, 6.89801, 0.987183, 5.12031, 2.20241, 3.44615, 7.99608, 2.59702, 2.38257, 6.43459, 2.74132, 0.203982, 8.37109, 6.69579, 3.73505, 1.66765, 1.35516, 2.44929, 0.973366, 5.54794, 6.57304
