0.494036, 0.965882, 2.03804, 0.73963
0.551995, 0.950366, 1.97869, 0.748486
0.493151, 0.962084, 1.93819, 0.754682
0.529315, 0.967271, 1.98121, 0.796512
0.565978, 0.972681, 2.02438, 0.838176
0.507116, 0.984311, 1.98517, 0.842651
0.542774, 0.989433, 2.03048, 0.881991
0.484172, 1.00231, 1.99179, 0.885938
0.518594, 1.00706, 2.03943, 0.922424
0.578279, 1.00092, 1.9817, 0.906071
0.613839, 1.00632, 2.03088, 0.940439
0.555089, 1.0185, 1.993, 0.943746
0.589476, 1.02368, 2.04327, 0.97651
0.624141, 1.02915, 2.09333, 1.00958
0.683921, 1.02402, 2.03536, 0.994075
0.719928, 1.03048, 2.0857, 1.02672
0.661118, 1.04237, 2.04937, 1.02904
0.695902, 1.04863, 2.10034, 1.06069
0.730921, 1.0551, 2.1513, 1.09236
0.790776, 1.05093, 2.09493, 1.07182
0.731626, 1.06099, 2.05908, 1.07355
0.767681, 1.06826, 2.10976, 1.10568
0.708439, 1.07776, 2.07444, 1.10691
0.743923, 1.08489, 2.12526, 1.1388
0.779805, 1.09226, 2.17599, 1.17084
0.720363, 1.10043, 2.1423, 1.17112
0.755656, 1.10773, 2.19298, 1.20324
0.812527, 1.08861, 2.13423, 1.19105
0.753176, 1.09741, 2.09989, 1.19117
0.789283, 1.10569, 2.15086, 1.22284
0.729827, 1.11375, 2.11697, 1.22253
0.787515, 1.09725, 2.0586, 1.20866
0.823656, 1.10622, 2.11043, 1.23888
0.764203, 1.11429, 2.07587, 1.2384
0.799772, 1.12308, 2.12766, 1.2687
0.740204, 1.13027, 2.09356, 1.26778
0.798462, 1.11592, 2.03558, 1.25237
0.834957, 1.12578, 2.08716, 1.28301
0.775361, 1.13273, 2.05231, 1.28188
0.833994, 1.12, 1.99451, 1.26577
0.87055, 1.13041, 2.04688, 1.29505
0.810934, 1.13718, 2.01118, 1.29378
0.846957, 1.14733, 2.06358, 1.32303
0.905869, 1.13596, 2.00587, 1.30658
0.94388, 1.14764, 2.05822, 1.33591
0.884181, 1.15364, 2.02283, 1.33418
0.943404, 1.14401, 1.96519, 1.31751
0.883781, 1.15074, 1.92753, 1.31608
0.921014, 1.16242, 1.98047, 1.34432
0.980551, 1.15499, 1.92287, 1.32754
1.02001, 1.16836, 1.97574, 1.3559
0.960259, 1.17387, 1.93849, 1.35401
1.02004, 1.16875, 1.88085, 1.33734
0.960324, 1.17457, 1.84106, 1.33576
0.999016, 1.18786, 1.89441, 1.36322
0.939234, 1.19298, 1.85513, 1.36125
0.977438, 1.20589, 1.90854, 1.38859
1.03739, 1.20356, 1.85091, 1.3719
0.977563, 1.20807, 1.81047, 1.36984
1.01705, 1.22214, 1.86375, 1.39743
1.07704, 1.22322, 1.80596, 1.3813
1.01715, 1.2269, 1.76426, 1.3791
1.05703, 1.24148, 1.81793, 1.40592
0.9971, 1.24448, 1.77675, 1.40332
1.05688, 1.24963, 1.71864, 1.38841
1.0983, 1.26547, 1.77219, 1.41547
1.03834, 1.26744, 1.72968, 1.41269
0.978376, 1.26959, 1.68573, 1.40988
1.01704, 1.28366, 1.73976, 1.43598
1.07702, 1.28212, 1.68282, 1.41707
1.02999, 1.24487, 1.62884, 1.39088
1.0695, 1.26112, 1.68229, 1.41813
1.02158, 1.22502, 1.6281, 1.39237
1.08076, 1.21518, 1.68513, 1.37374
1.03202, 1.1802, 1.63023, 1.34954
1.09148, 1.17221, 1.68805, 1.3335
1.0418, 1.13857, 1.63251, 1.31079
1.10147, 1.13227, 1.69099, 1.29734
1.05077, 1.10018, 1.6349, 1.27603
1.11058, 1.09541, 1.69387, 1.26498
1.05883, 1.06505, 1.6373, 1.24498
1.11873, 1.06164, 1.69663, 1.236
1.06593, 1.03314, 1.63964, 1.21722
1.12589, 1.03091, 1.69919, 1.2099
1.0721, 1.00433, 1.64184, 1.19226
1.01517, 1.02327, 1.59567, 1.197
1.07516, 1.02222, 1.65537, 1.19103
1.02095, 0.996504, 1.59781, 1.1741
1.08095, 0.996786, 1.65767, 1.16999
1.02582, 0.973103, 1.5998, 1.15411
1.05598, 0.993289, 1.64483, 1.19282
1.00039, 0.970705, 1.58703, 1.17671
1.02991, 0.990506, 1.63207, 1.21474
0.973848, 0.96913, 1.57432, 1.19845
1.01681, 0.945605, 1.6118, 1.15159
0.960422, 0.925095, 1.55355, 1.13722
0.988145, 0.944548, 1.59421, 1.1732
0.93132, 0.925289, 1.53601, 1.15863
0.975267, 0.903826, 1.5758, 1.11372
0.918177, 0.885366, 1.51716, 1.10103
