2.38015, 1.17491, 1.32633, 0.517131, 1.61305, 0.092525, 1.41837, 2.11733, 2.52199, 2.38906
2.38015, 1.17491, 1.33629, 0.535747, 1.60405, 0.0916998, 1.4215, 2.11911, 2.52115, 2.40727
2.38015, 1.17491, 1.34653, 0.54923, 1.60587, 0.0932786, 1.42997, 2.12396, 2.51976, 2.4181
2.38015, 1.17491, 1.35645, 0.567161, 1.60268, 0.100501, 1.43471, 2.12008, 2.52225, 2.43592
2.38015, 1.17491, 1.37092, 0.585124, 1.59907, 0.107229, 1.43425, 2.12037, 2.52343, 2.45527
2.38015, 1.17491, 1.39096, 0.608747, 1.60271, 0.119939, 1.43997, 2.11315, 2.51614, 2.47687
2.38015, 1.17491, 1.39909, 0.634712, 1.59932, 0.133042, 1.43872, 2.10885, 2.50661, 2.49718
2.38015, 1.17491, 1.4148, 0.665821, 1.59544, 0.143263, 1.4395, 2.10828, 2.49625, 2.51697
2.38015, 1.17491, 1.42632, 0.699419, 1.59306, 0.150014, 1.44397, 2.11039, 2.48531, 2.53153
2.38015, 1.17491, 1.44488, 0.735487, 1.59583, 0.160941, 1.4531, 2.11296, 2.47412, 2.55177
2.38015, 1.17491, 1.46391, 0.773398, 1.5977, 0.165927, 1.46053, 2.11592, 2.45903, 2.56712
2.38015, 1.17491, 1.4842, 0.814918, 1.59681, 0.173532, 1.47088, 2.11378, 2.44251, 2.58155
2.38015, 1.17491, 1.51075, 0.853914, 1.60408, 0.176821, 1.48088, 2.11528, 2.43038, 2.59965
2.38015, 1.17491, 1.53498, 0.893699, 1.60684, 0.183562, 1.48738, 2.11785, 2.41725, 2.6193
2.38015, 1.17491, 1.5639, 0.928988, 1.60915, 0.184743, 1.49451, 2.11779, 2.40304, 2.63606
2.38015, 1.17491, 1.59126, 0.968654, 1.60981, 0.19217, 1.50132, 2.11361, 2.38875, 2.6528
2.38015, 1.17491, 1.61785, 1.00459, 1.61411, 0.197164, 1.50667, 2.11099, 2.37116, 2.66977
2.38015, 1.17491, 1.6473, 1.04697, 1.62087, 0.201414, 1.51335, 2.10522, 2.35452, 2.68756
2.38015, 1.17491, 1.67572, 1.08438, 1.62519, 0.203988, 1.52262, 2.09783, 2.34085, 2.7026
2.38015, 1.17491, 1.70335, 1.12246, 1.62536, 0.203366, 1.52723, 2.09439, 2.32424, 2.71687
2.38015, 1.17491, 1.72882, 1.16026, 1.62365, 0.203866, 1.53148, 2.09547, 2.30432, 2.73246
2.38015, 1.17491, 1.75671, 1.2009, 1.62502, 0.202587, 1.53572, 2.09689, 2.28243, 2.7477
2.38015, 1.17491, 1.78146, 1.24003, 1.62665, 0.203914, 1.54622, 2.0981, 2.26114, 2.76368
2.38015, 1.17491, 1.80824, 1.28147, 1.62866, 0.205702, 1.55295, 2.09951, 2.23893, 2.77942
2.38015, 1.17491, 1.84029, 1.32223, 1.62948, 0.205374, 1.56177, 2.10134, 2.22027, 2.79669
2.38015, 1.17491, 1.87007, 1.36145, 1.63034, 0.207029, 1.56925, 2.10341, 2.20071, 2.81244
2.38015, 1.17491, 1.89909, 1.40241, 1.63366, 0.205398, 1.57684, 2.10928, 2.18138, 2.82931
2.38015, 1.17491, 1.92764, 1.44481, 1.63647, 0.205959, 1.58693, 2.11086, 2.16172, 2.81278
2.38015, 1.17491, 1.95607, 1.48647, 1.63787, 0.207784, 1.59732, 2.11499, 2.14382, 2.79518
2.38015, 1.17491, 1.985, 1.52796, 1.64126, 0.209276, 1.60784, 2.1178, 2.12594, 2.77755
2.38015, 1.17491, 2.01174, 1.56792, 1.64299, 0.211619, 1.61822, 2.12201, 2.11034, 2.76023
2.38015, 1.17491, 2.0394, 1.60838, 1.64476, 0.215088, 1.63067, 2.12555, 2.09669, 2.74474
2.38015, 1.17491, 2.06711, 1.64931, 1.64657, 0.220511, 1.64353, 2.13127, 2.0828, 2.72739
2.38015, 1.17491, 2.09575, 1.69068, 1.64882, 0.227207, 1.65675, 2.13647, 2.06882, 2.71142
2.38015, 1.17491, 2.12469, 1.73169, 1.65066, 0.233899, 1.66924, 2.13996, 2.05269, 2.69451
2.38015, 1.17491, 2.15393, 1.77185, 1.6525, 0.241508, 1.68321, 2.14236, 2.03699, 2.67835
2.38015, 1.17491, 2.18216, 1.813, 1.65466, 0.248629, 1.69635, 2.14491, 2.02249, 2.66265
