0.291444, 0.954649
0.322331, 1.04189
0.290409, 0.952462
0.311087, 1.04119
0.28811, 0.951704
0.303305, 1.04443
0.291152, 0.952897
0.297235, 1.04914
0.293825, 0.953919
0.288934, 1.05452
0.299335, 0.955458
0.279771, 1.06188
0.301396, 0.957843
0.268332, 1.06963
0.300808, 0.964416
0.255672, 1.07922
0.300408, 0.973934
0.24338, 1.09095
0.298065, 0.98408
0.228217, 1.10294
0.29161, 0.993306
0.212808, 1.11492
0.284656, 1.00339
0.198795, 1.12666
0.278214, 1.01317
0.195037, 1.14022
0.278078, 1.02375
0.207814, 1.15584
0.289301, 1.03513
0.22787, 1.17154
0.304852, 1.04644
0.250886, 1.18633
0.322964, 1.05799
0.275824, 1.2017
0.343255, 1.07037
0.302855, 1.2174
0.363383, 1.08238
0.329544, 1.23261
0.382674, 1.09443
0.35589, 1.24749
0.401763, 1.10672
0.382095, 1.26217
0.420227, 1.1188
0.407485, 1.27645
0.437701, 1.13092
0.432297, 1.29048
0.455066, 1.14341
0.457226, 1.30458
0.473107, 1.15601
0.48234, 1.31841
0.491756, 1.16859
0.507459, 1.33204
0.510362, 1.18122
0.53333, 1.34273
0.529783, 1.19155
0.560532, 1.3482
0.549795, 1.19774
0.588394, 1.34917
0.570332, 1.20053
0.616717, 1.34655
0.590664, 1.20086
0.644832, 1.34148
0.611187, 1.1995
0.673231, 1.33457
0.63174, 1.19706
0.701752, 1.32637
0.652142, 1.19415
0.730015, 1.31746
0.67215, 1.1911
0.757932, 1.30808
0.691898, 1.18808
0.785392, 1.29844
0.711248, 1.18517
0.812332, 1.28866
0.730284, 1.18229
0.838932, 1.27863
0.749322, 1.17952
0.865201, 1.26851
0.768191, 1.1769
0.891059, 1.25841
0.786971, 1.17453
0.91647, 1.24844
0.805681, 1.17235
0.941426, 1.23853
0.824337, 1.17023
0.965894, 1.22869
0.842924, 1.16823
0.989867, 1.21895
0.861408, 1.16627
1.01325, 1.2093
0.879779, 1.16434
1.03604, 1.19985
0.897975, 1.16254
1.05813, 1.19065
0.915925, 1.1608
1.07942, 1.18174
0.933549, 1.15916
1.0998, 1.17319
0.950752, 1.15761
1.11918, 1.16505
