0.236205, 0.799046, 0.373469, 1.18633
0.237248, 0.803531, 0.359032, 1.18853
0.242844, 0.805725, 0.345206, 1.18758
0.250082, 0.803607, 0.340735, 1.19337
0.260039, 0.803993, 0.32855, 1.19849
0.271041, 0.80142, 0.319126, 1.20184
0.280515, 0.801006, 0.307401, 1.21001
0.288143, 0.795217, 0.296332, 1.21775
0.302016, 0.792531, 0.280667, 1.22458
0.316865, 0.788501, 0.264128, 1.23872
0.324881, 0.781576, 0.245974, 1.24571
0.338534, 0.779182, 0.227612, 1.25727
0.347184, 0.778173, 0.20961, 1.26816
0.357246, 0.78157, 0.192309, 1.27877
0.368324, 0.785384, 0.17343, 1.2884
0.379258, 0.788366, 0.155333, 1.29801
0.389389, 0.788552, 0.136382, 1.31051
0.396431, 0.791836, 0.114697, 1.3219
0.404725, 0.789687, 0.0920499, 1.33465
0.4087, 0.790808, 0.0736715, 1.34781
0.413622, 0.791378, 0.0526408, 1.36209
0.421047, 0.791688, 0.0349397, 1.37407
0.426888, 0.791762, 0.0176595, 1.38671
0.433598, 0.791115, -0.0023142, 1.39997
0.440059, 0.791157, 0.0173037, 1.41172
0.444889, 0.789776, 0.039421, 1.42209
0.450133, 0.79033, 0.0602541, 1.43325
0.45572, 0.788602, 0.0785615, 1.44471
0.460737, 0.789149, 0.0988775, 1.45796
0.46339, 0.788827, 0.118584, 1.46948
0.467076, 0.790375, 0.137286, 1.4808
0.471726, 0.793102, 0.156175, 1.49451
0.477508, 0.795802, 0.175586, 1.50727
0.482841, 0.798532, 0.195465, 1.52016
0.486016, 0.799537, 0.216094, 1.53314
0.488979, 0.80222, 0.235892, 1.5458
0.49152, 0.804712, 0.255942, 1.55936
0.49298, 0.807549, 0.276352, 1.57162
0.495129, 0.811207, 0.296897, 1.58462
0.497013, 0.81443, 0.317645, 1.59616
0.498503, 0.817632, 0.338242, 1.60875
0.499568, 0.820507, 0.35834, 1.62049
0.499867, 0.824255, 0.378652, 1.63316
0.500699, 0.827503, 0.399062, 1.64496
0.501748, 0.831904, 0.419871, 1.65741
0.502603, 0.836346, 0.44093, 1.66953
0.504903, 0.84025, 0.462285, 1.6819
0.506408, 0.844491, 0.483308, 1.69386
0.508891, 0.848413, 0.504367, 1.70589
0.511607, 0.852742, 0.52545, 1.71864
0.514057, 0.857321, 0.545758, 1.73069
0.516513, 0.861531, 0.566988, 1.74203
0.519561, 0.86575, 0.588485, 1.73055
0.522241, 0.870172, 0.609902, 1.71949
0.5247, 0.874608, 0.63123, 1.70836
0.527036, 0.878795, 0.652665, 1.69727
0.529673, 0.883133, 0.674113, 1.68546
0.532368, 0.888099, 0.695923, 1.67357
0.534477, 0.893545, 0.716939, 1.66204
0.536591, 0.898511, 0.73824, 1.65067
0.539504, 0.903724, 0.759518, 1.63919
0.542351, 0.909026, 0.781297, 1.62759
0.545042, 0.914296, 0.802595, 1.6162
0.548089, 0.919828, 0.824183, 1.60458
0.550793, 0.925596, 0.846093, 1.59295
0.553578, 0.931458, 0.86775, 1.58131
0.555938, 0.937448, 0.88927, 1.56964
0.558645, 0.943234, 0.910882, 1.55787
0.561152, 0.949397, 0.932467, 1.54611
0.563778, 0.955259, 0.953765, 1.53426
0.566385, 0.961206, 0.975089, 1.52235
0.568583, 0.967216, 0.996275, 1.5105
0.5709, 0.972998, 1.01747, 1.49867
0.573247, 0.978715, 1.03884, 1.48668
0.575713, 0.984649, 1.06019, 1.47481
0.578423, 0.990504, 1.0813, 1.46278
0.580937, 0.996371, 1.1026, 1.45083
0.583347, 1.00235, 1.12386, 1.43886
0.585866, 1.00841, 1.14508, 1.42693
0.588395, 1.0145, 1.16626, 1.41495
0.590948, 1.02048, 1.1874, 1.40307
0.593559, 1.02666, 1.20854, 1.39109
0.596159, 1.03268, 1.22956, 1.379
0.59884, 1.0387, 1.25059, 1.36689
0.601597, 1.0448, 1.2716, 1.35493
0.604268, 1.05091, 1.29263, 1.34284
0.606902, 1.05687, 1.31369, 1.33072
0.609629, 1.063, 1.33467, 1.31858
0.612338, 1.06906, 1.35566, 1.30634
0.615184, 1.07523, 1.37669, 1.29423
0.617913, 1.08135, 1.39781, 1.28204
0.620681, 1.08763, 1.41888, 1.26986
0.623431, 1.09378, 1.43993, 1.25766
0.626149, 1.09996, 1.46098, 1.24546
0.628895, 1.10619, 1.48206, 1.23331
0.631627, 1.11244, 1.50311, 1.22116
0.634428, 1.11862, 1.52406, 1.20897
0.637164, 1.12484, 1.54505, 1.19688
0.63991, 1.13098, 1.56605, 1.18481
0.642639, 1.13719, 1.58708, 1.1727
