0.90033, 1.81127, 1.63391, 1.83849
1.06045, 1.80619, 1.48092, 1.82715
0.894198, 1.78209, 1.39882, 1.81736
0.941585, 1.80288, 1.49272, 1.87914
0.990283, 1.82425, 1.62877, 1.96865
0.804795, 1.79222, 1.56627, 1.95631
0.935061, 1.80133, 1.43482, 1.92916
0.982344, 1.77272, 1.49376, 1.85341
1.02609, 1.79357, 1.60538, 1.93075
0.876948, 1.77319, 1.54828, 1.9207
0.919046, 1.74996, 1.60772, 1.82857
0.956107, 1.76742, 1.74868, 1.94909
1.18209, 1.79974, 1.53722, 1.90324
1.09136, 1.78838, 1.48288, 1.89424
0.983894, 1.77501, 1.42699, 1.88498
1.01936, 1.79187, 1.50787, 1.93336
0.896212, 1.77515, 1.45724, 1.92378
0.930776, 1.7557, 1.50209, 1.86442
0.961156, 1.77001, 1.5896, 1.92444
0.821095, 1.7533, 1.5468, 1.917
0.851137, 1.73794, 1.59124, 1.84866
0.936407, 1.74155, 1.50705, 1.83707
0.963138, 1.75448, 1.57917, 1.88953
0.83911, 1.74174, 1.54057, 1.88365
0.862343, 1.7522, 1.63106, 1.94664
1.03505, 1.7836, 1.46169, 1.90617
0.948106, 1.77266, 1.42215, 1.8992
0.971868, 1.78369, 1.4794, 1.93226
0.998228, 1.76763, 1.51109, 1.88828
0.908271, 1.75743, 1.47668, 1.88283
0.928973, 1.76699, 1.53574, 1.9206
0.95246, 1.75357, 1.56688, 1.87349
0.85379, 1.74345, 1.53707, 1.86922
0.871678, 1.75157, 1.60111, 1.91488
0.929131, 1.75582, 1.5455, 1.90397
0.950176, 1.744, 1.5751, 1.8593
0.861529, 1.7358, 1.54883, 1.8558
0.877379, 1.74312, 1.60519, 1.89774
0.928487, 1.74666, 1.55587, 1.88862
0.94437, 1.75423, 1.61873, 1.93289
0.864251, 1.74591, 1.5968, 1.92903
0.910378, 1.74999, 1.55203, 1.91945
0.927165, 1.7408, 1.57462, 1.88424
0.941147, 1.74752, 1.63465, 1.92809
0.868912, 1.74052, 1.61548, 1.92481
0.909808, 1.74408, 1.57619, 1.91654
0.924752, 1.73598, 1.5967, 1.88313
0.937059, 1.74193, 1.65674, 1.92857
0.975635, 1.74514, 1.62148, 1.92092
0.921951, 1.7402, 1.6048, 1.91812
0.958026, 1.74333, 1.5708, 1.91078
0.903742, 1.73837, 1.55431, 1.90802
0.916185, 1.73172, 1.57176, 1.88109
0.92633, 1.73663, 1.61469, 1.91251
0.958367, 1.73933, 1.58469, 1.90617
0.910295, 1.73515, 1.57026, 1.90382
0.921421, 1.7292, 1.58616, 1.87863
0.930424, 1.73359, 1.62672, 1.90912
0.958862, 1.73593, 1.60028, 1.90361
0.916332, 1.73239, 1.58768, 1.90161
0.926271, 1.72707, 1.60207, 1.87805
0.87957, 1.72354, 1.59016, 1.87635
0.904263, 1.72537, 1.56618, 1.87204
0.911636, 1.72894, 1.59568, 1.89384
0.935152, 1.73084, 1.57328, 1.8894
0.942298, 1.73435, 1.60457, 1.91197
0.905304, 1.7313, 1.59446, 1.91031
0.92665, 1.73322, 1.57408, 1.90596
0.934517, 1.72897, 1.58504, 1.88842
0.89941, 1.72626, 1.57559, 1.88699
0.905348, 1.72912, 1.60247, 1.90654
0.924259, 1.73079, 1.58449, 1.90278
0.931224, 1.72704, 1.59439, 1.88664
0.899615, 1.72467, 1.58609, 1.8854
0.904866, 1.7272, 1.61115, 1.90398
0.921611, 1.72865, 1.59528, 1.90071
0.937978, 1.73006, 1.57977, 1.89749
0.910927, 1.72795, 1.57234, 1.89632
0.915631, 1.73023, 1.59404, 1.91173
0.921211, 1.72725, 1.60178, 1.89872
0.935708, 1.72848, 1.58808, 1.89591
0.911483, 1.72663, 1.58155, 1.89489
0.915645, 1.72865, 1.60168, 1.90943
0.92882, 1.72985, 1.58922, 1.90675
0.905965, 1.72806, 1.58328, 1.90579
0.910577, 1.72563, 1.58985, 1.89506
0.914256, 1.72742, 1.60865, 1.9088
0.925915, 1.72847, 1.59764, 1.90645
0.905371, 1.72689, 1.59242, 1.90561
0.916298, 1.72788, 1.58198, 1.9034
0.920302, 1.72576, 1.58768, 1.89415
0.923486, 1.72732, 1.60352, 1.90571
0.933544, 1.72821, 1.59404, 1.90369
0.916557, 1.72692, 1.58954, 1.90297
0.920106, 1.72503, 1.59462, 1.8946
0.922924, 1.72641, 1.60933, 1.90543
0.931827, 1.72721, 1.60096, 1.90366
0.916656, 1.72606, 1.597, 1.90303
0.925009, 1.72681, 1.58908, 1.90136
0.927517, 1.72804, 1.60214, 1.91077
