1.39967, 2.16148, 1.40838, 2.15898, 1.81398, 2.25761
1.39888, 2.15047, 1.40717, 2.14809, 1.79791, 2.24536
1.39812, 2.13994, 1.40602, 2.13766, 1.78211, 2.23332
1.39739, 2.12986, 1.40491, 2.12768, 1.76659, 2.2215
1.3967, 2.12022, 1.40386, 2.11814, 1.75139, 2.20991
1.39604, 2.11101, 1.40285, 2.10903, 1.73653, 2.19858
1.3954, 2.10221, 1.40189, 2.10032, 1.72202, 2.18753
1.3948, 2.09382, 1.40097, 2.09201, 1.70788, 2.17675
1.39422, 2.0858, 1.40009, 2.08408, 1.69413, 2.16628
1.44795, 2.1086, 1.45414, 2.10722, 1.80114, 2.21754
1.44481, 2.09995, 1.45071, 2.09864, 1.78498, 2.2064
1.44182, 2.09169, 1.44743, 2.09044, 1.76915, 2.19547
1.43896, 2.0838, 1.4443, 2.08261, 1.75365, 2.18479
1.43624, 2.07627, 1.44131, 2.07514, 1.73852, 2.17435
1.43364, 2.06909, 1.43847, 2.06802, 1.72377, 2.16418
1.43116, 2.06225, 1.43575, 2.06123, 1.70941, 2.15428
1.42879, 2.05572, 1.43316, 2.05476, 1.69546, 2.14466
1.42654, 2.04951, 1.4307, 2.04859, 1.68193, 2.13533
1.48303, 2.07837, 1.48744, 2.07774, 1.78939, 2.19611
1.47818, 2.07114, 1.48238, 2.07055, 1.77335, 2.18557
1.47356, 2.06424, 1.47756, 2.06369, 1.75765, 2.17526
1.46915, 2.05767, 1.47295, 2.05714, 1.74233, 2.1652
1.46494, 2.05139, 1.46856, 2.05089, 1.72739, 2.15538
1.46093, 2.04541, 1.46437, 2.04494, 1.71286, 2.14584
1.4571, 2.03971, 1.46038, 2.03926, 1.69875, 2.13657
1.51402, 2.07317, 1.51751, 2.07298, 1.80837, 2.20739
1.50771, 2.06623, 1.51104, 2.06606, 1.79194, 2.19664
1.50168, 2.05961, 1.50485, 2.05945, 1.77583, 2.18611
1.49593, 2.05329, 1.49895, 2.05314, 1.76007, 2.1758
1.49044, 2.04725, 1.49331, 2.04711, 1.74468, 2.16574
1.4852, 2.04149, 1.48794, 2.04137, 1.72968, 2.15592
1.4802, 2.036, 1.48281, 2.03589, 1.71508, 2.14637
1.53595, 2.07268, 1.53873, 2.07277, 1.82358, 2.22416
1.52863, 2.06581, 1.53128, 2.06591, 1.80694, 2.21303
1.52163, 2.05924, 1.52416, 2.05934, 1.7906, 2.20209
1.51494, 2.05297, 1.51735, 2.05307, 1.77458, 2.19136
1.50855, 2.04697, 1.51085, 2.04707, 1.7589, 2.18086
1.50246, 2.04125, 1.50465, 2.04135, 1.74358, 2.1706
1.49664, 2.0358, 1.49873, 2.03589, 1.72865, 2.1606
1.49109, 2.03059, 1.49308, 2.03068, 1.71411, 2.15087
1.54425, 2.07001, 1.54636, 2.07027, 1.81367, 2.23089
1.53654, 2.06328, 1.53856, 2.06353, 1.79734, 2.21945
1.52917, 2.05684, 1.5311, 2.05709, 1.7813, 2.20821
1.52213, 2.05069, 1.52397, 2.05093, 1.76558, 2.1972
1.51541, 2.04482, 1.51716, 2.04505, 1.7502, 2.18642
1.50899, 2.03921, 1.51066, 2.03943, 1.73518, 2.1759
1.50286, 2.03386, 1.50445, 2.03407, 1.72054, 2.16565
1.49701, 2.02875, 1.49853, 2.02896, 1.7063, 2.15567
1.49144, 2.02389, 1.49288, 2.02408, 1.69246, 2.14598
1.54089, 2.06527, 1.54241, 2.06559, 1.77636, 2.22161
1.53333, 2.05875, 1.53478, 2.05906, 1.7609, 2.21011
1.5261, 2.05252, 1.52749, 2.05282, 1.74576, 2.19886
1.51919, 2.04657, 1.52052, 2.04685, 1.73097, 2.18786
1.51259, 2.04088, 1.51386, 2.04116, 1.71655, 2.17714
1.5063, 2.03546, 1.5075, 2.03572, 1.70252, 2.16671
1.50029, 2.03028, 1.50144, 2.03053, 1.68888, 2.15657
1.49456, 2.02534, 1.49566, 2.02558, 1.67565, 2.14674
1.4891, 2.02063, 1.49015, 2.02086, 1.66284, 2.13722
1.4839, 2.01615, 1.48489, 2.01637, 1.65045, 2.128
1.47894, 2.01187, 1.47988, 2.01208, 1.63848, 2.1191
1.47422, 2.0078, 1.47512, 2.008, 1.62694, 2.11052
1.46972, 2.00393, 1.47057, 2.00412, 1.61581, 2.10225
1.46544, 2.00023, 1.46625, 2.00042, 1.60511, 2.0943
1.46136, 1.99672, 1.46213, 1.9969, 1.59482, 2.08665
1.45748, 1.99338, 1.45822, 1.99354, 1.58494, 2.0793
1.45379, 1.9902, 1.45449, 1.99035, 1.57546, 2.07225
1.45028, 1.98717, 1.45094, 1.98732, 1.56637, 2.0655
1.44694, 1.98429, 1.44757, 1.98443, 1.55767, 2.05902
1.44376, 1.98155, 1.44436, 1.98169, 1.54934, 2.05283
1.44074, 1.97895, 1.44131, 1.97908, 1.54137, 2.04691
1.43787, 1.97647, 1.43841, 1.97659, 1.53375, 2.04124
1.43513, 1.97412, 1.43565, 1.97423, 1.52647, 2.03583
1.43254, 1.97188, 1.43303, 1.97199, 1.51952, 2.03066
1.43007, 1.96975, 1.43054, 1.96985, 1.51288, 2.02573
1.42772, 1.96772, 1.42817, 1.96783, 1.50656, 2.02103
1.42549, 1.9658, 1.42591, 1.9659, 1.50052, 2.01654
1.42337, 1.96397, 1.42377, 1.96407, 1.49477, 2.01226
1.42135, 1.96224, 1.42173, 1.96232, 1.48928, 2.00818
1.41944, 1.96058, 1.4198, 1.96067, 1.48406, 2.0043
1.41762, 1.95902, 1.41796, 1.95909, 1.47908, 2.0006
1.41589, 1.95752, 1.41621, 1.9576, 1.47434, 1.99708
1.41424, 1.95611, 1.41455, 1.95618, 1.46983, 1.99372
1.41268, 1.95476, 1.41298, 1.95483, 1.46554, 1.99053
1.41119, 1.95348, 1.41148, 1.95355, 1.46145, 1.98749
1.40978, 1.95226, 1.41005, 1.95233, 1.45756, 1.9846
1.40844, 1.95111, 1.4087, 1.95117, 1.45386, 1.98185
1.40717, 1.95001, 1.40741, 1.95007, 1.45035, 1.97924
1.40596, 1.94897, 1.40619, 1.94902, 1.447, 1.97675
1.40481, 1.94798, 1.40503, 1.94803, 1.44382, 1.97438
1.40372, 1.94704, 1.40392, 1.94708, 1.44079, 1.97213
1.40268, 1.94614, 1.40288, 1.94619, 1.43791, 1.96999
1.40169, 1.94529, 1.40188, 1.94533, 1.43518, 1.96796
1.40076, 1.94448, 1.40093, 1.94452, 1.43258, 1.96603
1.39987, 1.94372, 1.40003, 1.94375, 1.4301, 1.96419
1.39902, 1.94299, 1.39918, 1.94302, 1.42775, 1.96244
1.39116, 1.91194, 1.39131, 1.91198, 1.41966, 1.93207
1.38351, 1.88077, 1.38367, 1.88082, 1.41179, 1.9016
1.37609, 1.8495, 1.37624, 1.84954, 1.40413, 1.87103
1.36888, 1.81812, 1.36903, 1.81816, 1.3967, 1.84036
1.36189, 1.78663, 1.36204, 1.78668, 1.38948, 1.80959
