0.372848, 0.494213
0.50131, 0.40452
0.60862, 0.329594
0.691918, 0.399623
0.743528, 0.323168
0.784033, 0.394466
0.805782, 0.322338
0.825929, 0.390476
0.834464, 0.323343
0.845472, 0.3874
0.848218, 0.32493
0.854971, 0.384881
0.85513, 0.326673
0.859776, 0.38271
0.858769, 0.328412
0.862294, 0.380779
0.860775, 0.330085
0.863653, 0.379029
0.861933, 0.331667
0.864403, 0.377425
0.862632, 0.333154
0.864822, 0.375946
0.863075, 0.334545
0.865055, 0.374577
0.86337, 0.335843
0.865183, 0.373307
0.863574, 0.337056
0.865248, 0.372127
0.863724, 0.338187
0.865276, 0.371028
0.863837, 0.339242
0.865282, 0.370004
0.863927, 0.340227
0.865275, 0.369049
0.864, 0.341146
0.865259, 0.368159
0.864061, 0.342005
0.865239, 0.367327
0.864114, 0.342808
0.865217, 0.36655
0.86416, 0.343558
0.865193, 0.365824
0.864201, 0.344259
0.86517, 0.365145
0.864238, 0.344915
0.865146, 0.36451
0.864271, 0.345529
0.865123, 0.363916
0.864302, 0.346103
0.865101, 0.36336
0.86433, 0.346641
0.865079, 0.362839
0.864355, 0.347145
0.865059, 0.362352
0.864379, 0.347617
0.86504, 0.361895
0.864401, 0.348059
0.865021, 0.361467
0.864422, 0.348473
0.865004, 0.361065
0.864441, 0.348862
0.864987, 0.360689
0.864458, 0.349226
0.864972, 0.360336
0.864475, 0.349568
0.864957, 0.360005
0.86449, 0.349888
0.864944, 0.359694
0.864505, 0.350189
0.864931, 0.359403
0.864518, 0.350471
0.864918, 0.35913
0.864531, 0.350736
0.864907, 0.358873
0.864543, 0.350985
0.864896, 0.358632
0.864554, 0.351218
0.864886, 0.358406
0.864564, 0.351437
0.864876, 0.358194
0.864574, 0.351643
0.864867, 0.357994
0.864583, 0.351837
0.864859, 0.357807
0.864592, 0.352018
0.864851, 0.357631
0.8646, 0.352189
0.864843, 0.357465
0.864607, 0.352349
0.864836, 0.35731
0.864614, 0.352499
0.86483, 0.357164
0.864621, 0.352641
0.864823, 0.357027
0.864627, 0.352774
0.864818, 0.356898
0.864633, 0.352899
0.864812, 0.356777
0.864638, 0.353016
0.864807, 0.356663
