3.92576, 4.20153, 1.96346, 2.73264, 1.35156, 1.81643, 3.5347, 0.541028, 4.46978, 0.438913, 5.06747, 2.72254, 4.65796, 3.88965, 2.63202, 2.02475, 2.8143, 3.01635, 3.61038, 3.3101
3.86027, 4.2089, 1.88863, 2.80532, 1.31676, 1.89877, 3.5052, 0.577234, 4.44067, 0.467516, 5.02393, 2.73938, 4.60443, 3.89833, 2.58233, 2.07619, 2.74278, 3.05797, 3.54678, 3.3339
3.79555, 4.21618, 1.81179, 2.87926, 1.28142, 1.98176, 3.4763, 0.612684, 4.41222, 0.495457, 4.9813, 2.75587, 4.55186, 3.90686, 2.53295, 2.12719, 2.67121, 3.0995, 3.48383, 3.35742
3.73158, 4.22339, 1.73242, 2.95479, 1.24541, 2.06561, 3.448, 0.647388, 4.38443, 0.522749, 4.93956, 2.77201, 4.50022, 3.91524, 2.48387, 2.17777, 2.59951, 3.14097, 3.42153, 3.38067
3.66835, 4.23052, 1.64982, 3.03235, 1.20857, 2.15057, 3.42029, 0.68136, 4.35729, 0.549405, 4.89871, 2.7878, 4.4495, 3.92347, 2.43506, 2.22796, 2.52759, 3.18241, 3.35984, 3.40367
3.60584, 4.23758, 1.56302, 3.11253, 1.17069, 2.23694, 3.39316, 0.714611, 4.33077, 0.575435, 4.85872, 2.80326, 4.39969, 3.93156, 2.38649, 2.27777, 2.45535, 3.22386, 3.29876, 3.42641
3.54403, 4.24456, 1.47054, 3.19618, 1.13148, 2.32513, 3.36659, 0.747153, 4.30488, 0.600852, 4.81958, 2.81838, 4.35077, 3.9395, 2.33812, 2.32724, 2.38267, 3.26537, 3.23825, 3.44891
3.4829, 4.25148, 1.37002, 3.28466, 1.09055, 2.41565, 3.34058, 0.778997, 4.27959, 0.625667, 4.78128, 2.83317, 4.30275, 3.94729, 2.28993, 2.37639, 2.30941, 3.30699, 3.17831, 3.47118
3.21383, 3.86794, 1.45986, 3.33166, 1.15768, 2.46354, 3.36385, 0.861155, 4.281, 0.713617, 4.51355, 2.6953, 4.05361, 3.75111, 2.36209, 2.45427, 2.41893, 3.38859, 3.34733, 3.70177
3.19731, 4.0206, 1.50118, 3.38623, 1.18439, 2.5053, 3.36149, 0.898656, 4.27229, 0.747782, 4.48705, 2.74638, 4.00359, 3.83914, 2.37553, 2.51071, 2.44635, 3.47359, 3.32724, 3.82173
3.13629, 4.03254, 1.39546, 3.46341, 1.13754, 2.59204, 3.33655, 0.927981, 4.24832, 0.770595, 4.45048, 2.76217, 3.95626, 3.84872, 2.32758, 2.55462, 2.37584, 3.50657, 3.27024, 3.83588
3.15169, 3.9493, 1.44923, 3.40325, 1.21701, 2.53993, 3.27281, 1.09379, 4.17156, 0.903857, 4.40008, 2.63753, 3.95041, 3.75894, 2.4234, 2.38369, 2.41774, 3.42036, 3.28365, 3.74547
3.13919, 4.11355, 1.48877, 3.45341, 1.24202, 2.57927, 3.27116, 1.13002, 4.16365, 0.936618, 4.37782, 2.68505, 3.90629, 3.84464, 2.43419, 2.43445, 2.44368, 3.49929, 3.26781, 3.86213
3.15878, 4.08116, 1.5147, 3.43333, 1.27294, 2.56335, 3.34795, 1.10425, 4.3417, 0.864156, 4.40719, 2.61916, 3.92374, 3.8037, 2.47272, 2.4084, 2.47026, 3.47152, 3.28907, 3.8274
3.10365, 4.09102, 1.41843, 3.5001, 1.22788, 2.63757, 3.32434, 1.13052, 4.3199, 0.883933, 4.37511, 2.63423, 3.88113, 3.81289, 2.43265, 2.44554, 2.40841, 3.50026, 3.23798, 3.84013
3.04909, 4.10078, 1.31119, 3.57231, 1.18063, 2.71389, 3.30124, 1.15621, 4.29863, 0.903221, 4.34374, 2.64897, 3.8393, 3.82191, 2.39296, 2.48224, 2.34648, 3.52893, 3.18753, 3.8527
3.06737, 4.07183, 1.33387, 3.55485, 1.20783, 2.69921, 3.37173, 1.13135, 4.54514, 0.817639, 4.37197, 2.58881, 3.85591, 3.78493, 2.42736, 2.45875, 2.37048, 3.50442, 3.20733, 3.82165
3.0894, 4.0344, 1.36239, 3.53237, 1.24249, 2.68031, 3.4846, 1.09499, 4.25624, 1.072, 4.40262, 2.50551, 3.87492, 3.737, 2.47207, 2.42722, 2.40051, 3.47236, 3.23118, 3.78121
3.10694, 4.00664, 1.38402, 3.51572, 1.26849, 2.66629, 3.55933, 1.06825, 4.42433, 0.992286, 4.43189, 2.444, 3.89102, 3.70124, 2.50542, 2.40445, 2.42355, 3.44885, 3.25025, 3.75134
3.09927, 4.16127, 1.41849, 3.55554, 1.28984, 2.69933, 3.55615, 1.09705, 4.4164, 1.01846, 4.41562, 2.4802, 3.85869, 3.77058, 2.51324, 2.44622, 2.44504, 3.5138, 3.23913, 3.84705
3.05197, 4.16868, 1.32158, 3.61705, 1.24628, 2.76334, 3.53649, 1.11761, 4.3976, 1.03451, 4.38962, 2.49325, 3.82273, 3.77879, 2.47942, 2.47649, 2.39233, 3.53759, 3.19578, 3.85775
3.09021, 4.10866, 1.3681, 3.58253, 1.30451, 2.73392, 3.45325, 1.22654, 4.32357, 1.10876, 4.26943, 2.55692, 3.87482, 3.69866, 2.56573, 2.41578, 2.44317, 3.48515, 3.23921, 3.79215
3.10528, 4.08432, 1.38702, 3.56771, 1.32746, 2.72104, 3.5149, 1.20095, 4.50267, 1.0214, 4.29589, 2.50671, 3.88937, 3.66673, 2.59579, 2.39471, 2.46347, 3.46403, 3.25599, 3.76568
3.09384, 4.26555, 1.41856, 3.60326, 1.34669, 2.75119, 3.51217, 1.22733, 4.49522, 1.04447, 4.28197, 2.54045, 3.86188, 3.72701, 2.60164, 2.43195, 2.48193, 3.5229, 3.24554, 3.85169
3.05147, 4.27079, 1.32888, 3.65721, 1.30608, 2.80632, 3.49403, 1.2458, 4.47854, 1.05835, 4.25819, 2.55241, 3.83024, 3.73459, 2.57217, 2.45762, 2.43576, 3.5433, 3.20721, 3.86108
3.00972, 4.27596, 1.22443, 3.71836, 1.26407, 2.8624, 3.47634, 1.26383, 4.46229, 1.07186, 4.23498, 2.56408, 3.79927, 3.742, 2.54317, 2.48284, 2.38991, 3.5635, 3.16953, 3.87031
3.05956, 4.26331, 1.25062, 3.71869, 1.28913, 2.86841, 3.49457, 1.2942, 4.46891, 1.10934, 4.3024, 2.66524, 3.91539, 3.73257, 2.57641, 2.49977, 2.42898, 3.56619, 3.22895, 3.86579
3.07178, 4.24299, 1.26621, 3.7063, 1.30823, 2.8571, 3.54702, 1.27021, 4.57006, 1.04057, 4.32277, 2.62319, 3.92743, 3.70509, 2.6015, 2.48135, 2.44593, 3.54818, 3.24292, 3.84337
3.08677, 4.2166, 1.28604, 3.6905, 1.33282, 2.84275, 3.64186, 1.2366, 4.33407, 1.21234, 4.34598, 2.56255, 3.94149, 3.66884, 2.63496, 2.45681, 2.46755, 3.52462, 3.26014, 3.81389
3.09842, 4.19724, 1.30084, 3.67874, 1.35099, 2.83199, 3.6967, 1.2112, 4.45785, 1.13825, 4.36646, 2.52065, 3.95308, 3.64243, 2.65912, 2.43907, 2.48373, 3.50743, 3.27351, 3.79245
3.09564, 4.28944, 1.32812, 3.70635, 1.36743, 2.85706, 3.6936, 1.23234, 4.45169, 1.15745, 4.35468, 2.54752, 3.93061, 3.68896, 2.66338, 2.46985, 2.49902, 3.55666, 3.2638, 3.86382
3.10626, 4.27136, 1.34203, 3.69513, 1.38455, 2.84677, 3.74689, 1.2071, 4.53747, 1.09704, 4.37413, 2.5077, 3.94146, 3.6643, 2.68609, 2.45289, 2.51406, 3.54034, 3.27609, 3.84377
3.07319, 4.27538, 1.25555, 3.74312, 1.34966, 2.8897, 3.73282, 1.22057, 4.52426, 1.10775, 4.35588, 2.51683, 3.91735, 3.67035, 2.66302, 2.47216, 2.47811, 3.5558, 3.24637, 3.85106
3.06781, 4.25622, 1.26121, 3.72004, 1.35912, 2.8576, 3.68811, 1.20349, 4.49353, 1.10113, 4.33609, 2.50025, 3.90634, 3.65224, 2.64974, 2.43212, 2.47428, 3.53015, 3.23872, 3.83038
3.06256, 4.23754, 1.26674, 3.69747, 1.36845, 2.82594, 3.64312, 1.1863, 4.46328, 1.09462, 4.31671, 2.48402, 3.89559, 3.63456, 2.63651, 2.39219, 2.47053, 3.50503, 3.23125, 3.81018
3.03199, 4.24164, 1.17391, 3.75084, 1.33718, 2.86545, 3.63034, 1.199, 4.45118, 1.10461, 4.29998, 2.4926, 3.87341, 3.64036, 2.61586, 2.41029, 2.43756, 3.5199, 3.20388, 3.81726
3.04141, 4.22625, 1.18562, 3.74162, 1.35179, 2.8567, 3.67519, 1.17923, 4.5278, 1.05336, 4.31802, 2.45853, 3.88322, 3.61924, 2.63566, 2.39619, 2.45066, 3.50616, 3.21478, 3.80022
3.04305, 4.30149, 1.20829, 3.76247, 1.36526, 2.87705, 3.6728, 1.1962, 4.5228, 1.06846, 4.30908, 2.48015, 3.86627, 3.65771, 2.63918, 2.42061, 2.46351, 3.5454, 3.20888, 3.8594
3.07801, 4.29206, 1.22638, 3.76249, 1.38314, 2.88139, 3.68405, 1.21848, 4.52681, 1.09464, 4.34644, 2.54942, 3.9616, 3.65306, 2.66238, 2.43351, 2.49149, 3.54755, 3.25132, 3.8563
3.07355, 4.27618, 1.23119, 3.74346, 1.39075, 2.85433, 3.64559, 1.2034, 4.50118, 1.08926, 4.33018, 2.53552, 3.95226, 3.63813, 2.65085, 2.39941, 2.48819, 3.52616, 3.24494, 3.83911
3.0692, 4.26071, 1.23588, 3.72489, 1.39824, 2.82771, 3.60706, 1.18829, 4.47601, 1.08397, 4.31428, 2.52193, 3.94315, 3.62357, 2.6394, 2.36553, 2.48497, 3.50523, 3.23873, 3.82235
3.07717, 4.24741, 1.24604, 3.71684, 1.411, 2.82007, 3.64525, 1.17187, 4.54346, 1.03889, 4.32927, 2.49281, 3.9514, 3.60504, 2.65674, 2.35335, 2.49627, 3.49323, 3.248, 3.80758
3.07647, 4.31253, 1.26533, 3.7354, 1.42218, 2.83781, 3.64331, 1.18645, 4.53916, 1.05179, 4.32138, 2.51149, 3.93642, 3.63676, 2.65954, 2.37406, 2.50653, 3.52724, 3.2418, 3.85842
3.05248, 4.31515, 1.1869, 3.77834, 1.39763, 2.86755, 3.63329, 1.1964, 4.52981, 1.05947, 4.30821, 2.51815, 3.91922, 3.6412, 2.64352, 2.3881, 2.48084, 3.53845, 3.22027, 3.86366
3.04877, 4.30155, 1.19116, 3.76218, 1.40412, 2.84408, 3.59876, 1.18291, 4.5077, 1.05515, 4.294, 2.50599, 3.91122, 3.62819, 2.63334, 2.35782, 2.47806, 3.51999, 3.21492, 3.84883
3.04517, 4.2883, 1.19531, 3.74642, 1.4105, 2.82103, 3.56422, 1.16942, 4.48602, 1.05091, 4.28011, 2.49411, 3.90343, 3.61552, 2.62325, 2.32778, 2.47534, 3.50197, 3.20971, 3.83438
3.0727, 4.28103, 1.20944, 3.7465, 1.42458, 2.82471, 3.57327, 1.1861, 4.48939, 1.07117, 4.31068, 2.5473, 3.98733, 3.61256, 2.6407, 2.33812, 2.49732, 3.50403, 3.24308, 3.83236
