1.07978, 1.36072
0.926557, 1.2396
0.483803, 0.889593
0.42363, 0.842026
0.383737, 0.810491
0.37695, 0.855237
0.354016, 0.82118
0.35678, 0.860118
0.341211, 0.826566
0.347534, 0.861672
0.335485, 0.829648
0.343003, 0.861851
0.332864, 0.831662
0.340615, 0.861453
0.331669, 0.833141
0.339254, 0.86082
0.331155, 0.834323
0.33841, 0.860104
0.330974, 0.835326
0.337841, 0.859372
0.330962, 0.836206
0.337426, 0.858659
0.331034, 0.836997
0.337104, 0.857976
0.331148, 0.837718
0.336839, 0.857331
0.33128, 0.838378
0.336614, 0.856724
0.331419, 0.838988
0.336416, 0.856156
0.331559, 0.839553
0.33624, 0.855624
0.331694, 0.840077
0.336081, 0.855127
0.331825, 0.840565
0.335935, 0.854662
0.331949, 0.841019
0.335802, 0.854228
0.332067, 0.841442
0.335678, 0.853822
0.332178, 0.841837
0.335564, 0.853443
0.332282, 0.842205
0.335457, 0.853088
0.33238, 0.84255
0.335359, 0.852757
0.332472, 0.842871
0.335266, 0.852447
0.332559, 0.843172
0.33518, 0.852156
0.33264, 0.843454
0.3351, 0.851884
0.332716, 0.843717
0.335025, 0.85163
0.332787, 0.843964
0.334955, 0.851392
0.332854, 0.844195
0.334889, 0.851168
0.332917, 0.844411
0.334828, 0.850959
0.332975, 0.844614
0.33477, 0.850763
0.333031, 0.844804
0.334716, 0.850579
0.333082, 0.844982
0.334666, 0.850407
0.333131, 0.845149
0.334618, 0.850245
0.333176, 0.845306
0.334574, 0.850094
0.333219, 0.845453
0.334532, 0.849951
0.333259, 0.845591
0.334493, 0.849818
0.333297, 0.84572
0.334456, 0.849692
0.333332, 0.845842
0.334422, 0.849575
0.333366, 0.845956
0.33439, 0.849464
0.333397, 0.846063
0.334359, 0.849361
0.333426, 0.846163
0.334331, 0.849263
0.333453, 0.846258
0.334304, 0.849172
0.333479, 0.846347
0.334279, 0.849086
0.333504, 0.84643
0.334255, 0.849005
0.333526, 0.846508
0.334233, 0.848929
0.333548, 0.846582
0.334212, 0.848858
0.333568, 0.846651
0.334193, 0.848791
0.333587, 0.846716
0.334174, 0.848728
0.333605, 0.846776
0.334157, 0.848669
