1.80192, 2.11138, 1.12963, 2.27322, 1.26272, 2.22698, 0.426405, 2.51662
1.74169, 2.01203, 1.10868, 2.15136, 1.23192, 2.1055, 0.446514, 2.41479
1.95838, 2.0566, 1.22469, 2.15822, 1.35883, 2.11693, 0.525506, 2.4099
1.89584, 1.9707, 1.19532, 2.03642, 1.31945, 1.99767, 0.541862, 2.30547
2.15763, 2.04272, 1.31016, 2.05108, 1.44542, 2.01797, 0.619971, 2.304
2.09693, 1.97244, 1.27242, 1.93046, 1.39822, 1.90251, 0.632162, 2.19656
2.0344, 1.90005, 1.23103, 1.79817, 1.34666, 1.77637, 0.645036, 2.0831
2.34316, 2.02177, 1.33218, 1.82539, 1.4559, 1.80937, 0.719711, 2.08884
2.28716, 1.96563, 1.28127, 1.69236, 1.39645, 1.68599, 0.72755, 1.97021
2.21544, 1.98949, 1.18045, 1.78356, 1.30126, 1.76419, 0.396992, 2.41393
2.16405, 1.95795, 1.19648, 1.73996, 1.30229, 1.72175, 0.422206, 2.38682
2.69371, 2.16216, 1.28213, 1.7654, 1.39373, 1.75167, 0.481665, 2.38384
2.53924, 2.12702, 1.38256, 1.70914, 1.50681, 1.69311, 0.547058, 2.34065
2.51237, 2.11186, 1.37373, 1.67593, 1.48362, 1.6626, 0.574567, 2.3079
2.48531, 2.0966, 1.36606, 1.64706, 1.46329, 1.63586, 0.603469, 2.27349
2.45802, 2.08121, 1.35942, 1.62205, 1.44556, 1.61253, 0.63425, 2.23684
2.43041, 2.06563, 1.35366, 1.60038, 1.43011, 1.59222, 0.667684, 2.19703
2.40241, 2.04984, 1.34868, 1.58163, 1.41669, 1.57455, 0.705134, 2.15244
2.37391, 2.03376, 1.34436, 1.56537, 1.40501, 1.5592, 0.749433, 2.0997
2.32218, 2.04865, 1.28167, 1.62598, 1.34377, 1.61569, 0.621258, 2.23344
2.29266, 2.03071, 1.28447, 1.6064, 1.34025, 1.59709, 0.650824, 2.19904
2.26213, 2.01216, 1.28692, 1.58921, 1.33716, 1.58078, 0.683214, 2.16137
2.23031, 1.99283, 1.28908, 1.5741, 1.33445, 1.56646, 0.720015, 2.11856
2.38407, 2.05011, 1.34776, 1.59837, 1.39457, 1.59231, 0.767865, 2.1216
2.33967, 2.06249, 1.29196, 1.65052, 1.33995, 1.64161, 0.653536, 2.23234
2.31531, 2.04761, 1.29346, 1.63174, 1.33729, 1.62355, 0.679656, 2.2005
2.29047, 2.03244, 1.29479, 1.61497, 1.33491, 1.60743, 0.708166, 2.16576
2.26503, 2.0169, 1.29598, 1.59999, 1.33279, 1.59303, 0.740354, 2.12653
2.22371, 2.02977, 1.24572, 1.64914, 1.28346, 1.63998, 0.640807, 2.22708
2.19722, 2.01249, 1.25056, 1.63268, 1.28544, 1.6241, 0.664033, 2.1995
2.32228, 2.05375, 1.29816, 1.65027, 1.33392, 1.64265, 0.701683, 2.2005
2.30131, 2.0409, 1.29895, 1.63465, 1.33214, 1.62753, 0.726715, 2.16888
2.28004, 2.02787, 1.29968, 1.62049, 1.33053, 1.61384, 0.754726, 2.13351
2.25839, 2.01461, 1.30033, 1.60765, 1.32906, 1.60143, 0.787765, 2.09178
2.22388, 2.02543, 1.25813, 1.64845, 1.28754, 1.64078, 0.509082, 2.36686
2.20166, 2.01104, 1.26139, 1.63476, 1.28892, 1.6275, 0.522288, 2.35145
2.17872, 1.99619, 1.26436, 1.62225, 1.29019, 1.61538, 0.535534, 2.33599
2.47914, 2.09929, 1.30297, 1.63688, 1.32932, 1.6306, 0.564012, 2.3351
2.46556, 2.09155, 1.30333, 1.62496, 1.32814, 1.61903, 0.577087, 2.31927
2.4521, 2.08389, 1.30367, 1.61403, 1.32706, 1.60842, 0.590269, 2.30332
2.43877, 2.0763, 1.30398, 1.60399, 1.32607, 1.59867, 0.603591, 2.2872
2.42556, 2.06878, 1.30426, 1.59476, 1.32516, 1.58972, 0.617089, 2.27086
2.41246, 2.06132, 1.30452, 1.58626, 1.32432, 1.58147, 0.63081, 2.25426
2.39947, 2.05392, 1.30477, 1.57844, 1.32355, 1.57388, 0.644808, 2.23732
2.38658, 2.04658, 1.30499, 1.57121, 1.32283, 1.56688, 0.659153, 2.21995
2.37378, 2.0393, 1.30519, 1.56454, 1.32218, 1.56041, 0.673936, 2.20206
2.36107, 2.03206, 1.30538, 1.55837, 1.32157, 1.55443, 0.689276, 2.1835
2.34844, 2.02487, 1.30556, 1.55266, 1.321, 1.54889, 0.705337, 2.16406
2.33588, 2.01772, 1.30572, 1.54737, 1.32048, 1.54376, 0.722356, 2.14346
2.31484, 2.02404, 1.28086, 1.57267, 1.2958, 1.56862, 0.669795, 2.19669
2.30248, 2.01678, 1.28203, 1.56688, 1.29636, 1.56299, 0.683546, 2.18027
2.29016, 2.00954, 1.28313, 1.5615, 1.29688, 1.55776, 0.697823, 2.16322
2.27787, 2.00232, 1.28415, 1.55648, 1.29736, 1.55287, 0.712781, 2.14536
2.26561, 1.99511, 1.28511, 1.55179, 1.29782, 1.54832, 0.728644, 2.12642
2.24702, 2.00109, 1.26355, 1.57406, 1.2764, 1.57025, 0.684032, 2.17253
2.3053, 2.02263, 1.28534, 1.58294, 1.29833, 1.5793, 0.701787, 2.17321
2.29485, 2.01645, 1.28617, 1.57779, 1.29871, 1.57426, 0.714632, 2.15757
2.28447, 2.01031, 1.28694, 1.57295, 1.29906, 1.56953, 0.728065, 2.1412
2.27416, 2.00421, 1.28766, 1.56841, 1.29939, 1.5651, 0.742274, 2.12389
2.25823, 2.00924, 1.26879, 1.58756, 1.28065, 1.58397, 0.703596, 2.16301
2.24812, 2.00311, 1.27002, 1.58287, 1.28152, 1.57938, 0.715422, 2.14876
2.29671, 2.02096, 1.28833, 1.59026, 1.29992, 1.5869, 0.730448, 2.14951
2.28788, 2.0157, 1.28893, 1.58576, 1.30019, 1.58249, 0.742649, 2.13441
2.27914, 2.0105, 1.28949, 1.58152, 1.30044, 1.57834, 0.755546, 2.11845
2.26546, 2.01477, 1.27304, 1.59799, 1.2841, 1.59458, 0.722162, 2.15172
2.25696, 2.00959, 1.27398, 1.5937, 1.28475, 1.59037, 0.733055, 2.13839
2.24853, 2.00447, 1.27487, 1.58964, 1.28537, 1.58639, 0.744423, 2.12448
2.28903, 2.01928, 1.29022, 1.59579, 1.30079, 1.59264, 0.757123, 2.12526
2.27695, 2.02298, 1.2754, 1.61041, 1.28608, 1.60707, 0.727317, 2.1545
2.26963, 2.01852, 1.27618, 1.60635, 1.28661, 1.60307, 0.73693, 2.14258
2.26241, 2.01412, 1.27692, 1.60248, 1.28712, 1.59927, 0.746881, 2.13025
2.25529, 2.00978, 1.27762, 1.59882, 1.2876, 1.59567, 0.757265, 2.11738
2.24444, 2.01321, 1.26441, 1.61197, 1.27447, 1.60866, 0.731096, 2.14343
2.27833, 2.0251, 1.27724, 1.61692, 1.28737, 1.61368, 0.741609, 2.14398
2.27208, 2.02129, 1.27787, 1.6133, 1.2878, 1.61012, 0.750436, 2.13293
2.26593, 2.01753, 1.27847, 1.60986, 1.28821, 1.60674, 0.759578, 2.12148
2.25635, 2.0205, 1.26662, 1.62153, 1.27644, 1.61825, 0.736267, 2.14441
2.25042, 2.01683, 1.26739, 1.61816, 1.27703, 1.61493, 0.744235, 2.13452
2.24458, 2.0132, 1.26812, 1.61494, 1.27759, 1.61177, 0.752422, 2.12436
2.27281, 2.02312, 1.27885, 1.61906, 1.28837, 1.61595, 0.761274, 2.1249
2.26755, 2.01989, 1.27934, 1.61602, 1.28871, 1.61296, 0.769612, 2.11438
2.25932, 2.02244, 1.2691, 1.62604, 1.27853, 1.62286, 0.749598, 2.13396
2.25427, 2.0193, 1.26971, 1.62308, 1.279, 1.61994, 0.756938, 2.12477
2.2493, 2.01622, 1.2703, 1.62025, 1.27946, 1.61715, 0.764484, 2.11532
2.25766, 2.02165, 1.27021, 1.62665, 1.27942, 1.62352, 0.759199, 2.12456
2.25303, 2.01877, 1.27076, 1.62394, 1.27984, 1.62084, 0.76634, 2.11558
2.24592, 2.02099, 1.26185, 1.63266, 1.27099, 1.62946, 0.749172, 2.13245
2.24148, 2.01821, 1.26247, 1.63003, 1.27149, 1.62687, 0.755514, 2.12453
2.26299, 2.02557, 1.27066, 1.6331, 1.27971, 1.62998, 0.762255, 2.12494
2.25895, 2.02306, 1.27114, 1.63062, 1.28008, 1.62754, 0.768605, 2.11691
2.25499, 2.0206, 1.27159, 1.62825, 1.28043, 1.6252, 0.775115, 2.10868
2.24888, 2.0225, 1.2639, 1.63574, 1.27279, 1.6326, 0.760391, 2.1231
2.2451, 2.02013, 1.26441, 1.63346, 1.2732, 1.63035, 0.766218, 2.11577
2.26359, 2.02644, 1.27146, 1.63608, 1.28028, 1.63301, 0.772038, 2.11616
2.26012, 2.02429, 1.27187, 1.63393, 1.28059, 1.63089, 0.77787, 2.10874
2.25473, 2.02595, 1.26501, 1.64056, 1.27378, 1.63744, 0.76481, 2.12147
2.25142, 2.02388, 1.26545, 1.6385, 1.27413, 1.63541, 0.770061, 2.11483
2.24819, 2.02185, 1.26587, 1.63651, 1.27447, 1.63345, 0.775397, 2.10808
2.24324, 2.0234, 1.25958, 1.64262, 1.26822, 1.63948, 0.763506, 2.11973
2.25867, 2.02858, 1.26546, 1.64477, 1.27413, 1.64166, 0.768348, 2.12004
