1.96757, 2.22612, 0.097362, 0.31563, 2.61757, 2.2177, 0.172693, 1.60744
1.83879, 2.18781, 0.183692, 0.394313, 2.52205, 2.19463, 0.34348, 1.66744
1.69505, 2.14483, 0.272222, 0.47666, 2.42202, 2.17055, 0.54537, 1.74306
1.51899, 2.09159, 0.363591, 0.564024, 2.31485, 2.14506, 0.83447, 1.86803
1.48175, 2.08748, 0.354246, 0.604039, 2.29411, 2.14309, 0.567946, 1.88859
1.44411, 2.08332, 0.344709, 0.644881, 2.27377, 2.14115, 0.501771, 1.89369
1.19918, 2.02717, 0.439199, 0.736005, 2.16561, 2.11867, 0.85995, 1.99384
1.14546, 2.0226, 0.424872, 0.779346, 2.14501, 2.11683, 0.670495, 1.97875
1.23054, 2.06956, 0.462286, 0.813582, 2.33012, 2.35818, 0.737785, 2.00884
1.43422, 2.09026, 0.543704, 0.861663, 1.9413, 2.27422, 0.86844, 2.02086
1.4001, 2.0863, 0.52361, 0.904652, 1.9202, 2.27038, 0.71071, 2.00325
1.5073, 2.07629, 0.579009, 0.929598, 2.07748, 2.25306, 0.781465, 2.00355
1.47766, 2.07331, 0.556081, 0.972493, 2.05917, 2.25014, 0.724154, 1.99775
1.44795, 2.07031, 0.531401, 1.01867, 2.04121, 2.24727, 0.668508, 1.99211
1.4181, 2.06731, 0.50415, 1.06965, 2.02359, 2.24446, 0.615187, 1.98671
1.38808, 2.06428, 0.472756, 1.12838, 2.0063, 2.24171, 0.564745, 1.9816
1.47985, 2.05642, 0.522318, 1.14561, 2.1523, 2.22422, 0.621331, 1.98257
1.45353, 2.05409, 0.481924, 1.21188, 2.13718, 2.2221, 0.573674, 1.97814
1.42721, 2.05175, 0.42222, 1.30983, 2.12238, 2.22003, 0.528954, 1.97398
1.51387, 2.04383, 0.468146, 1.32223, 2.27035, 2.20276, 0.579742, 1.97503
1.49069, 2.04201, 0.442311, 1.35926, 2.25739, 2.20116, 0.537444, 1.97139
1.46761, 2.04021, 0.417207, 1.39524, 2.24472, 2.1996, 0.497968, 1.96799
1.44464, 2.03841, 0.393006, 1.42993, 2.23235, 2.19808, 0.461395, 1.96483
1.28125, 2.0129, 0.500641, 1.489, 2.16156, 2.18563, 0.667917, 2.00398
1.34849, 2.00949, 0.542644, 1.4975, 2.29152, 2.15122, 0.71452, 2.00425
1.324, 2.00797, 0.513424, 1.52283, 2.28045, 2.15012, 0.675996, 1.99991
1.486, 2.01859, 0.579089, 1.53953, 1.98665, 2.13123, 0.753648, 2.00336
1.54282, 2.05856, 0.609438, 1.55866, 2.0807, 2.22678, 0.79309, 2.02125
1.52523, 2.05704, 0.579847, 1.57807, 2.06943, 2.22513, 0.758047, 2.01692
1.50785, 2.05553, 0.551353, 1.59675, 2.05842, 2.22352, 0.723918, 2.01271
1.49067, 2.05405, 0.52405, 1.61466, 2.04766, 2.22194, 0.690839, 2.00863
1.55395, 2.04718, 0.558817, 1.62001, 2.14338, 2.20761, 0.728922, 2.00875
1.53853, 2.04597, 0.532559, 1.63579, 2.13373, 2.20633, 0.697761, 2.00511
1.52334, 2.04478, 0.507509, 1.65085, 2.12432, 2.20508, 0.667668, 2.0016
1.50836, 2.04361, 0.483699, 1.66516, 2.11514, 2.20386, 0.638718, 1.99823
1.55453, 2.07574, 0.508147, 1.67857, 2.22005, 2.31994, 0.668126, 2.01091
1.54095, 2.07442, 0.485396, 1.69087, 2.21201, 2.31849, 0.640922, 2.00733
1.52759, 2.07312, 0.463846, 1.70251, 2.20418, 2.31708, 0.614819, 2.0039
1.51444, 2.07184, 0.443484, 1.71352, 2.19655, 2.31571, 0.589848, 2.00061
1.50151, 2.07059, 0.424284, 1.72389, 2.18911, 2.31438, 0.566021, 1.99748
1.54974, 2.06508, 0.44969, 1.72675, 2.30145, 2.36, 0.593269, 1.99779
1.538, 2.06401, 0.431334, 1.73592, 2.29488, 2.35875, 0.570785, 1.99497
1.52648, 2.06297, 0.414024, 1.74456, 2.28849, 2.35753, 0.54935, 1.99227
1.51516, 2.06195, 0.397721, 1.75271, 2.28226, 2.35634, 0.528953, 1.98971
1.50404, 2.06094, 0.382382, 1.76037, 2.2762, 2.35518, 0.509575, 1.98728
1.41972, 2.05199, 0.4526, 1.78387, 2.2406, 2.34778, 0.630237, 2.01289
1.45756, 2.04859, 0.474096, 1.78582, 2.2808, 2.33501, 0.653636, 2.01298
1.44672, 2.04768, 0.457883, 1.79122, 2.27525, 2.334, 0.634294, 2.01031
1.43607, 2.04677, 0.442519, 1.79635, 2.26984, 2.33302, 0.615694, 2.00774
1.42561, 2.04589, 0.427971, 1.8012, 2.26458, 2.33206, 0.597832, 2.00527
1.45933, 2.04286, 0.4468, 1.80279, 2.29916, 2.31901, 0.618229, 2.00543
1.44975, 2.04209, 0.432988, 1.80712, 2.29427, 2.31816, 0.601392, 2.00318
1.54022, 2.058, 0.462232, 1.81174, 2.15028, 2.28832, 0.634285, 2.00589
1.53198, 2.05728, 0.448878, 1.81549, 2.14527, 2.28746, 0.618301, 2.0038
1.56447, 2.05333, 0.465714, 1.81682, 2.20404, 2.29797, 0.636539, 2.00393
1.55691, 2.05271, 0.453067, 1.82019, 2.19947, 2.29719, 0.621478, 2.00203
1.54951, 2.05211, 0.441033, 1.8234, 2.19504, 2.29643, 0.606984, 2.00019
1.54229, 2.05152, 0.429586, 1.82645, 2.19072, 2.29569, 0.593046, 1.99842
1.53522, 2.05094, 0.4187, 1.82935, 2.18653, 2.29497, 0.579653, 1.99672
1.56328, 2.04752, 0.432966, 1.83041, 2.24367, 2.31334, 0.595029, 1.9969
1.55677, 2.04701, 0.422652, 1.83303, 2.23984, 2.31267, 0.582406, 1.99534
1.55041, 2.04651, 0.412831, 1.83552, 2.23612, 2.31202, 0.570276, 1.99384
1.54421, 2.04603, 0.40348, 1.83789, 2.23251, 2.31139, 0.558623, 1.9924
1.53815, 2.04556, 0.394575, 1.84015, 2.229, 2.31078, 0.547433, 1.99102
1.53224, 2.04509, 0.386096, 1.84231, 2.22558, 2.31018, 0.536693, 1.98969
1.5556, 2.04228, 0.397811, 1.84313, 2.28501, 2.34192, 0.549245, 1.98988
1.55014, 2.04187, 0.389773, 1.84508, 2.28191, 2.34135, 0.53912, 1.98866
1.5448, 2.04147, 0.382108, 1.84695, 2.27889, 2.34079, 0.529396, 1.98748
1.5046, 2.03873, 0.418838, 1.85673, 2.26099, 2.33739, 0.59299, 2.00156
1.49933, 2.03833, 0.411166, 1.85821, 2.25812, 2.33686, 0.583414, 2.00029
1.49419, 2.03795, 0.403834, 1.85962, 2.25533, 2.33635, 0.574191, 1.99907
1.48918, 2.03757, 0.396825, 1.86098, 2.25263, 2.33585, 0.565309, 1.99789
1.50742, 2.03565, 0.40634, 1.86158, 2.27061, 2.32945, 0.575587, 1.99801
1.50277, 2.03531, 0.39971, 1.86282, 2.26808, 2.329, 0.567219, 1.99692
1.49823, 2.03498, 0.393366, 1.864, 2.26562, 2.32855, 0.559158, 1.99587
1.49381, 2.03466, 0.387294, 1.86513, 2.26323, 2.32812, 0.551394, 1.99486
1.51004, 2.03293, 0.395682, 1.86565, 2.27896, 2.32204, 0.560434, 1.99498
1.50594, 2.03264, 0.38994, 1.86669, 2.27672, 2.32165, 0.55312, 1.99404
1.50193, 2.03236, 0.384437, 1.86768, 2.27455, 2.32127, 0.546072, 1.99314
1.49803, 2.03208, 0.379165, 1.86863, 2.27244, 2.3209, 0.539281, 1.99227
