1.6845, 2.17929, 1.85414, 2.51572, 0.764144, 1.36246, 1.09588, 2.31497, 1.92866, 1.89408
1.69243, 2.18917, 1.84982, 2.50251, 0.766735, 1.36221, 1.09588, 2.31759, 1.91701, 1.8948
1.70355, 2.20176, 1.84073, 2.49085, 0.759499, 1.36083, 1.09297, 2.31897, 1.90507, 1.89142
1.71129, 2.2205, 1.84084, 2.47936, 0.759444, 1.35962, 1.09266, 2.32268, 1.8965, 1.88959
1.72325, 2.23402, 1.84087, 2.46282, 0.751885, 1.36716, 1.08183, 2.32695, 1.89033, 1.89266
1.73514, 2.24688, 1.84036, 2.44842, 0.75122, 1.3716, 1.07594, 2.32806, 1.8848, 1.88838
1.74485, 2.26157, 1.83969, 2.43236, 0.748935, 1.37971, 1.0769, 2.33737, 1.87052, 1.88159
1.75319, 2.2774, 1.83801, 2.41807, 0.748677, 1.38326, 1.06912, 2.34107, 1.85897, 1.87088
1.75477, 2.28825, 1.83667, 2.40001, 0.759778, 1.38682, 1.06084, 2.34386, 1.84891, 1.85461
1.75795, 2.29913, 1.82234, 2.38167, 0.768033, 1.38885, 1.05644, 2.3435, 1.84093, 1.84107
1.75821, 2.31093, 1.8149, 2.36213, 0.765748, 1.38993, 1.05524, 2.34507, 1.83416, 1.82459
1.75696, 2.31779, 1.80544, 2.33939, 0.766404, 1.39833, 1.04592, 2.34703, 1.82632, 1.81339
1.75354, 2.3226, 1.79775, 2.3175, 0.77042, 1.40749, 1.0398, 2.34864, 1.81689, 1.79881
1.75586, 2.32964, 1.78815, 2.30029, 0.779941, 1.41652, 1.03703, 2.35016, 1.81226, 1.78515
1.75822, 2.33537, 1.77696, 2.28065, 0.782927, 1.42824, 1.03237, 2.3509, 1.80566, 1.77408
1.75393, 2.34342, 1.76415, 2.25892, 0.785184, 1.43824, 1.02912, 2.35405, 1.80092, 1.76423
1.7529, 2.35532, 1.74906, 2.24119, 0.787252, 1.45076, 1.02255, 2.35478, 1.79838, 1.75134
1.74641, 2.36636, 1.74104, 2.22079, 0.789775, 1.46241, 1.01228, 2.3566, 1.79597, 1.73745
1.7449, 2.37741, 1.72855, 2.20356, 0.794758, 1.47453, 1.00386, 2.36002, 1.79422, 1.72499
1.74188, 2.3898, 1.71923, 2.18369, 0.801302, 1.48385, 0.995131, 2.36187, 1.79318, 1.7138
1.73559, 2.40231, 1.71162, 2.16104, 0.809426, 1.49494, 0.987958, 2.36105, 1.79369, 1.70562
1.731, 2.41193, 1.7027, 2.13888, 0.81748, 1.50715, 0.978953, 2.36152, 1.79591, 1.69719
1.72532, 2.42167, 1.69501, 2.11373, 0.828285, 1.51747, 0.972902, 2.35899, 1.79715, 1.68756
1.72027, 2.43185, 1.68774, 2.09111, 0.836737, 1.52817, 0.964068, 2.35896, 1.79517, 1.6772
1.7151, 2.44119, 1.68153, 2.06914, 0.843079, 1.5394, 0.957585, 2.36002, 1.79532, 1.66775
