-0.289486, -0.451575, 0.705394, 0.300558, -0.82469, 0.0247514
-0.170532, -0.353919, 0.564649, 0.188348, -0.716663, 0.0510271
-0.122503, -0.313813, 0.655604, 0.277226, -0.669897, 0.0670399
-0.079001, -0.289901, 0.752405, 0.299308, -0.63534, 0.0731854
-0.0326999, -0.264455, 0.837859, 0.318471, -0.599754, 0.0794784
0.016516, -0.237527, 0.910731, 0.334499, -0.563303, 0.0858998
0.117827, -0.265947, 0.870445, 0.236954, -0.504189, 0.0611905
0.152033, -0.206898, 0.845766, 0.337281, -0.46012, 0.0873623
0.21427, -0.170085, 0.919963, 0.351338, -0.419977, 0.0950292
0.294184, -0.221064, 0.881972, 0.254565, -0.351236, 0.0604427
0.324172, -0.146246, 0.853109, 0.355201, -0.302889, 0.09539
0.405559, -0.0930336, 0.930221, 0.371405, -0.258093, 0.105306
0.453544, -0.164722, 0.894438, 0.275013, -0.172342, 0.0535948
0.476362, -0.0704756, 0.861289, 0.374949, -0.118635, 0.103046
0.512482, -0.14744, 0.834437, 0.274508, -0.00302781, 0.0222189
0.607173, -0.0639668, 0.915832, 0.318161, 0.0523728, 0.0431186
0.503773, -0.0401177, 0.828602, 0.30129, 0.00334217, 0.0594083
0.533342, -0.127148, 0.804445, 0.198228, 0.0840168, -0.00634121
0.620268, -0.0447484, 0.884636, 0.261745, 0.140468, 0.0205462
0.51715, -0.0205708, 0.784881, 0.24946, 0.0753989, 0.0465339
0.61571, 0.0597572, 0.86966, 0.309342, 0.130763, 0.0717222
0.623204, -0.0437622, 0.844312, 0.209801, 0.200888, -0.00731988
0.720969, 0.0564554, 0.919666, 0.282347, 0.257854, 0.0262011
0.710052, -0.0480981, 0.865632, 0.110648, 0.318941, -0.0619079
0.806053, 0.0696032, 0.930926, 0.195646, 0.375308, -0.0198808
0.78191, -0.0344656, 0.895885, 0.0970976, 0.422766, -0.114345
0.631181, -0.000250047, 0.785822, 0.104792, 0.330406, -0.0652047
0.712891, 0.0863244, 0.854272, 0.185087, 0.382146, -0.0238704
0.703427, -0.0204723, 0.828476, 0.0838373, 0.42632, -0.120713
0.776884, 0.0715595, 0.890345, 0.167984, 0.47385, -0.0743422
0.757688, -0.0338939, 0.860439, 0.0687053, 0.504636, -0.173748
0.822912, 0.0599834, 0.916695, 0.155169, 0.546919, -0.124466
0.797217, -0.0438382, 0.884231, 0.0578372, 0.565038, -0.224089
0.853707, 0.047436, 0.974061, 0.210807, 0.601543, -0.174395
0.823603, -0.0547559, 0.928968, 0.0906003, 0.608486, -0.272707
0.872042, 0.0308353, 1.01397, 0.249263, 0.639734, -0.224428
0.838719, -0.0699231, 0.975952, 0.155011, 0.637249, -0.320268
0.884824, 0.0152883, 1.0247, 0.248946, 0.665796, -0.272467
0.849399, -0.0842444, 0.988624, 0.161741, 0.656227, -0.365436
0.730117, -0.0444073, 0.89249, 0.167152, 0.545317, -0.275204
0.712327, -0.150092, 0.856032, 0.0478305, 0.558133, -0.370263
0.758156, -0.0790658, 0.951266, 0.200573, 0.588266, -0.32431
0.735054, -0.183731, 0.918093, 0.10697, 0.591239, -0.417122
0.712207, -0.287013, 0.875253, -0.0144663, 0.593081, -0.499082
0.749472, -0.221898, 0.925733, 0.0752264, 0.619178, -0.453337
0.722915, -0.323985, 0.880766, -0.0461095, 0.613612, -0.533542
0.713777, -0.26886, 0.853818, 0.02954, 0.610319, -0.48863
0.703662, -0.209712, 0.821329, 0.119066, 0.606668, -0.441737
0.684561, -0.314753, 0.795705, 0.0127128, 0.602193, -0.529545
0.67601, -0.258908, 0.767619, 0.102734, 0.598641, -0.484654
0.659844, -0.363756, 0.747153, -0.00475184, 0.594502, -0.570174
0.652512, -0.311051, 0.722913, 0.084432, 0.59104, -0.527059
0.638828, -0.415158, 0.706758, -0.0233342, 0.587231, -0.610216
0.632469, -0.365379, 0.685819, 0.0640252, 0.583862, -0.568691
0.620983, -0.468166, 0.67319, -0.0438311, 0.580482, -0.649422
0.615343, -0.421111, 0.654955, 0.0407268, 0.577161, -0.609351
0.609215, -0.371716, 0.631855, 0.144907, 0.573574, -0.567917
0.601125, -0.47646, 0.626786, 0.0629712, 0.571202, -0.654634
0.595645, -0.429944, 0.603414, 0.174519, 0.567717, -0.614894
0.588997, -0.533093, 0.600607, 0.100673, 0.565755, -0.698664
0.584046, -0.489197, 0.575233, 0.226708, 0.562367, -0.660451
0.578523, -0.590103, 0.574155, 0.161705, 0.560628, -0.741201
0.573994, -0.548557, 0.542506, 0.322345, 0.557322, -0.704361
0.569318, -0.64666, 0.542795, 0.267341, 0.555651, -0.782219
0.564769, -0.735062, 0.543001, 0.209268, 0.553786, -0.848404
0.561044, -0.698322, 0.523848, 0.310372, 0.550749, -0.814492
0.557101, -0.783096, 0.524557, 0.257122, 0.54886, -0.879405
0.554197, -0.60312, 0.528728, 0.0771704, 0.547559, -0.699409
0.550956, -0.702128, 0.529236, 0.00557402, 0.545398, -0.787671
0.546955, -0.66473, 0.514554, 0.0983245, 0.541921, -0.752543
0.542728, -0.62629, 0.494956, 0.218151, 0.538256, -0.71657
0.54014, -0.726543, 0.496317, 0.163035, 0.536349, -0.807504
0.536196, -0.690027, 0.471241, 0.314057, 0.532858, -0.773043
0.533649, -0.786785, 0.472904, 0.266098, 0.530816, -0.859838
0.530812, -0.873397, 0.474516, 0.216265, 0.528453, -0.935009
0.533702, -0.69342, 0.482568, 0.0364452, 0.531453, -0.755034
0.535329, -0.638502, 0.495654, 0.166068, 0.532951, -0.702908
0.531156, -0.742892, 0.496261, 0.11247, 0.528911, -0.803038
0.532567, -0.690639, 0.506104, 0.256638, 0.530224, -0.753233
0.527619, -0.793464, 0.506075, 0.20949, 0.525384, -0.851128
0.528866, -0.743663, 0.507834, 0.384156, 0.526559, -0.803444
0.523271, -0.844494, 0.507615, 0.343299, 0.521068, -0.898793
0.50466, -0.7057, 0.569923, 0.188146, 0.50476, -0.768883
0.502554, -0.810514, 0.567448, 0.140242, 0.502478, -0.869765
0.504164, -0.762139, 0.564696, 0.281928, 0.503939, -0.823418
0.500886, -0.865201, 0.562617, 0.239244, 0.500479, -0.921754
0.502276, -0.819022, 0.550531, 0.408213, 0.501759, -0.877331
0.485734, -0.680647, 0.596867, 0.246448, 0.487412, -0.748381
0.48424, -0.787797, 0.593697, 0.203988, 0.485494, -0.854005
0.486049, -0.739522, 0.582062, 0.352872, 0.487093, -0.807965
0.483382, -0.846143, 0.579615, 0.314813, 0.484005, -0.911945
0.484928, -0.800165, 0.575989, 0.444444, 0.485391, -0.86797
0.469556, -0.661044, 0.609641, 0.278998, 0.472441, -0.739887
0.468236, -0.767394, 0.606227, 0.23995, 0.470514, -0.847046
0.470165, -0.719315, 0.589446, 0.389698, 0.472169, -0.801594
0.467751, -0.826306, 0.58685, 0.354432, 0.469137, -0.908195
0.455968, -0.685182, 0.615543, 0.179952, 0.459402, -0.780875
0.454783, -0.790759, 0.611426, 0.139353, 0.45751, -0.888071
0.456688, -0.744193, 0.602696, 0.265072, 0.459109, -0.844459
0.454426, -0.850759, 0.59929, 0.227872, 0.45611, -0.95119
